"Usernames","Reviewer_Date","Reviewer_Content","Rating"
"michaelplewa","22 March 2007","This is a note-perfect film, from beginning to end. From the snowy, desolation of the Research Outpost to the gloriously realized special effects, there isn't one moment of misstep in this whole film. Sublime casting and a truly satisfying ending cement this film as one of the greatest ever made.You will be on the edge of your seat during the ""petry dish"" test scene. Giving more away would be too much a spoiler. You did see it parodied on South Park (perhaps) last night, but in the context of this paranoic film, it's the best scene of many outstanding scenes.I've had the pleasure of seeing the 50's original on the big screen. John Carpenter purportedly idolizes Howard Hawks, but he surpasses his hero with this ""remake."" The 1950's version is something special, a time-capsule treasure of Hollywood's yesteryear - Carpenter's The Thing is the essential telling of the story.Enjoy for all the years to come. It will leave you in chills.","
            10/10
            "
"cosmorados","9 June 2008","It's the antarctic, it's an American research centre and it's f**king cold outside. However, when a rival Norwegian research team turn up shooting at a dog, it looks like they've gone stir crazy and are put down for their own good. However as time progresses it becomes extremely apparent that they were very much in possession of their faculties and were not only fighting for their survival but for the survival of the human race.This is the start of John Carpenter's masterpiece (Rather then Halloween) and the film is made memorable for two things, first the effects, that never cease to amaze and dazzle the viewer in their complex and unending ability to shock, terrify and bemuse. Let's get something right that Spielberg recently had a bone with over the first three Indy films. matte paintings that look good are fine, CGI that looks like a play station game is not. The effects in this film are real, you know you're looking at something real and this makes for a film that is all the more unsettling.Next the acting and the script. In this film we feel the sweat and unpleasant camaraderie that people cooped up in this kind of environment feel. There are uneasy alliances and downright detestation of some people, they're not friends they're colleagues and it shares with Alien the distinction of putting these human relations in perfect transfer to the big screen. The script and acting make the effects real because you believe in how the people are with each other. Its ordinariness makes it real.For those of you who have not seen it watch past the first 30 minutes when you might think you're watching a kitchen sink drama in the Antarctic. Trust me, it's worth the wait.Nuff said Em","
            6/10
            "
"dilbertsuperman","18 September 2007","I remember peeking into this movie in the movie theatre when I was too young to see it- and seeing the most famous scene right at that moment. I was both shocked and scarred and excited at the same time- this was a movie that had just short circuited me- I had to see the rest of it!And I did- and I have watched it several times since then. I have also watched the interviews with the director etc...Carpenter has made some CRAP films in his day. This is not one of them- and in the interviews he blames short schedules and low budgets for the crappiness of some of his films (not in so many words) and judging by this masterpiece of science fiction horror I think he's onto something. Give John Carpenter enough time and money to do it- and he'll do it right!The Thing is based on a science fiction novel called ""Who Goes There"" and was inspired by Carpenter's repetitive viewing of an earlier film of the same title- but this version is a thousand times better, scarier, and also much more true to the original written story and it also captures such an awesome feeling of isolation and spookiness with the scenery and the camera angles and lighting.What can I say- it's a masterpiece.PLOT: A number of scientists and their support team are out in the arctic doing research- one day a crazy Norwegian shows up wanting to kill a friendly dog. They keep the dog.big mistake. What ensues next is a captivating tale of horror and suspense with special effects that still hold up to today's standards- more than 20 damn years later. I can't praise this film enough. It is a classic for the genre that has already stood the test of time.","
            8/10
            "
"tavm","12 October 2009","Having just rewatched Howard Hawks' The Thing from Another World, I finally decided to see John Carpenter's The Thing on the HD DVD my dad ordered months ago. In this version, the title alien starts to inhabit many of the dogs and people that are stationed in the Antarctic Circle. Among the crew: R. J. MacReady (Kurt Russell), Nauls (T. K. Carter), Dr. Blair (A. Wilford Brimley without his familiar mustache and glasses), Vance Norris (Charles Hallahan), Garry (Donald Moffat), Clark (Richard Masur), Dr. Cooper (Richard Dysart), and others. I'll stop there and just say how fascinatingly weird and gory this movie is. I mean from the dog scene to yet another creature-coming-out-of-someone's-body sequence, there's plenty of entertaining blood-drenched visual effects courtesy of Rob Bottin and Stan Winston. And the pulsating score of Ennio Morricone is positively riveting. I can't always make sense of the dialogue in Bill Lancaster's screenplay but as long as those monster effects come on, I'm never bored. So on that note, I highly recommend John Carpenter's The Thing.","
            10/10
            "
"CinemaClown","30 September 2015","A masterpiece of unrelenting terror, nail-biting suspense & persistently looming paranoia, John Carpenter's The Thing is one of the greatest films of its genre(s) that presents its esteemed filmmaker at the apex of his talents for the remarkable simplicity with which Carpenter succeeds in infusing the storyline with a chilling sense of dread, tension & uncertainty right from its opening moments and then effortlessly sustaining those vital horror elements throughout the film's runtime is no mere achievement in itself.Set in Antarctica, the story of The Thing follows the crew of an American research facility whose expedition is interrupted when a couple of seemingly delusional Norwegians barge into their station while pursuing & shooting a dog, and are killed in defence. But when the dog mutates and reveals its true identity, the crew deduces that they are being confronted by a parasitic alien lifeform that assimilates other organisms and in turn imitates them perfectly. With no one really sure of who's human & who's the imitator among them, paranoia develops within the group.Directed by John Carpenter (the mastermind behind Assault on Precinct 13 & Halloween), The Thing is without a doubt my favourite film of his. The plot creates an atmosphere of impending doom right from the beginning as we can sense that something is definitely not right with the dog, and thanks to the minimal but menacing track that accompanies that sequence, the build-up is quick & effective. Bill Lancaster's screenplay deserves a mention too for it retains the mystery from start to finish, keeps the premise unpredictable & although the characters aren't fleshed out that well, they do have an identity.The technical aspects further help in setting the film's desired tone & atmosphere, starting with its isolated set pieces that have this sort of a raw, unrefined feel to it which, in addition to its remote location, cleverly brings the element of claustrophobia into the narrative. Cinematography makes excellent use of its camera for the wisely chosen angles, minimal lighting & slow but fluid movements encapsulate the whole picture with an unsettling vibe which only amplifies as the story progresses. Editing is carried out in a very methodical manner as it allows the suspense to settle in at its own pace and keeps the audience on the edge of their seats throughout its 109 minutes of runtime.The work in the special effects & make-up department might have been groundbreaking during its time of release but it looks a tad dated now and at times, unintentionally funny as well and yet it fits & work in favour of this narrative for the most part. However, the most impressive aspect of The Thing in my opinion is its background score, composed by Ennio Morricone. What's amazing about the soundtrack is that it sounds exactly the way Carpenter himself would've scored it, with simple, synthesised tracks that help enhance the sinister mood of the picture and elevate it to a nerve-wracking level. It's quite possibly the best John Carpenter score that wasn't composed by John Carpenter.Coming to the performances, Kurt Russell spearheads the rest of the cast with a good show and plays the role of the research team's helicopter pilot. The script doesn't delve into the background of its various characters but it does give each one of these scripted people their deserving moment on the screen. There is much similarity to Ridley Scott's Alien as far as its casting goes for each character has a role to play here and even if we don't get to know enough about any of them, their predicament and the situation they find themselves in on the isolated continent is deeply felt. Also, both Russell & the rest of the supporting cast do well with what they're given and deliver truly convincing performances.On an overall scale, The Thing is as suspenseful as any cinema can get. It deserves to be ranked amongst the greatest horror films ever made, has aged amazingly well over the years despite its dated effects and still remains John Carpenter's finest directional effort to date. It may not be scary on a visceral level but its tense ambiance, claustrophobic setting & the omnipresent danger of the unknown can run havoc on the senses plus it leaves enough pieces for viewers to put together once the whole story has concluded. Immortal for its contribution to cinema, absolutely living up to its legacy, and continuing to inspire & influence modern chillers, John Carpenter's magnum opus is one chiller no horror fanatic should miss out on. Strongly recommended.","
            10/10
            "
"bigdog-05144","31 May 2021","I bought this film on disc immediately after my first viewing. Over the course of my short horror watching career this has to be the best, while not my favorite, horror movie ever produced.This film has everything pegged to the nth degree. Cinematography, editing, atmosphere, suspense, scares, casting, sets, humor, and, most importantly, fun.This movie stands on the shoulders of titans and spits in the face of the academy that looks down on the genre all to frequently.Carpenter's masterpiece.","
            10/10
            "
"betchaareoffendedeasily","8 March 2018","When I viewed ""The Thing"" for the first time at 16yrs it scared the living daylights out of me, and I had trouble sleeping for days afterwards. However, My 6yr younger brother, watched it a few months later and was not at all scared by it. I don't think there is such a thing as ""scariest movie of all time"", for sure some are scarier than others, but when it comes down to the best scary movies, some will affect more than others because of their inherent content. Some people think John Carpenter's ""Halloween"" is terrifying, I didn't find it scary in the least, but it is a very good movie none-the-less. I recommend knowing as little about the thing as possible, and not expecting it to be really scary, just enjoy it for what it is; a well-mace piece of sci-fi horror.I won't say anything about the plot, especially any of it's revelations, it
is best enjoyed going in blind. This is not a fast paced movie, it takes it's time to develop and if that bugs you, don't watch, but it is this slower pace that can make it creep under your skin, the shots are often lingering on the creatures, and we are able to spend a decent amount of time with each of the characters in the film simpler because of it's limited cast and location. The arctic location makes it feel bleak and desolate just by nature, and also gives it a vast sense of hopelessness.I enjoyed many of the characters, from Mcready's crustiness, to Window & Palmer's sarcastic nature, to Blair's intelligence and paranoia, to Rawls incessant music and rollerskating. The characters are all distinct and likeable, even if not all of them are necessarily compelling. This is something that really distinguishes it from most sci-fi and most horror films.The score is always effective and interesting, it is one of the best scores of any movie I can think of, and is integral to the overall success of the film, it is never over bear and always adds to the moods of the moment within the film.The cinematography is beautiful, especially the arctic shots, and there inside shots are well-done, they set the claustrophobic mood right out of the gate, often making the cramped quarters seem even more cramped, even in the larger open areas, even outside, simply because of the below freezing arctic temperatures.If this movie doesn't scare you, hopefully you can at least appreciate the effects in the film. One of the greatest achievements of this film, is the practical effects that pushed the boundaries of those effects to their limit, and with a $10,000,000 budget($33,000,000 today), it has the budget to allow this, unlike most sci-fi/horror films, which have tight budget constraints. The effects are grotesque, but not so much for the sake of being grotesque, but rather by necessity, this is one case where a more is more approach actually works, each grotesque sequence often topping the next. I am always amazing, every single time, by the effects that were achieved, now some 36 years ago.The 2011 ""The Thing"" prequel really proves just why practical effects often work so much better than digital ones, the digital effects often are to fast and jaunty, and over time, tend to look cartoonish; even mediocre practical effects do not suffer from this as much as digital ones. This is exactly why there has been a move back towards practical effects recently, they will almost always look more real. I believe both have their place, but in some movies, they have no place at all, and the original thing proves this, the only place the original thing may have benefited from digital effects, is in the last 20 minutes.We only ever know as much as the characters in the movie know, and that isn't much, so if that bugs you, you probably shouldn't watch this. This is a who-dunnit in a way, and things do not wrap up in a neat package, not at all, why this will drive some crazy, it is one of the best things about the movie, you never have all the answers, and you never will.","
            9/10
            "
"sugardaddy-31900","4 November 2018","Not many films these days have a great story which makes the film.
This does. It doesn't rely on hot women wearing next to nothing or amazing special effects, just a great story and great directing.
It keep you guessing all of the way through as to who is the Thing.","
            2/10
            "
"reb-warrior","24 October 2015","This movie is very suspenseful. A nail biter. It reminded me of the Alien movies: an isolated group of people with little to no outside communications, and little to no way of escaping. All they can do is track the thing(ha). There was a keen sense of very rightful paranoia. As you see, this thing, is a chameleon, and could be anyone or more than one.There's lots of gory grossness, and may even be scary to some people. I mainly found it suspenseful. What's missing, is well, a Ripley. Or any female for that matter. The entire cast is male. Mmmn, I could overlook that, but kept feeling a lack of something, and I think that was it.It has a great little track of a suspenseful sound effect, almost like a heartbeat slowed down and with the pitched changed. All the acting was very good. The ending was a little disappointing. I don't know if they were setting up for a sequel, or the director wanted to leave it mysterious. I would have preferred a more defined ending.I just watched it for the first time, and for 1982, it has held up very well. If you like the Alien movies I think you will definitely like this movie.","
            5/10
            "
"mjw2305","5 February 2005","John Carpenter brings us this Brilliant remake of the thing from another world. An alien is found in the Antartic, frozen in time awaiting its chance to live again. It shape-shifts into whatever it kills and then it kills again.Carpenter achieves Horror in two ways, one is the very Graphic Alien Scenes, which are both Horrific and very Visual. The other method he uses is far more subtle and effective, he shows us into the Psyche of the Potential Victims, their Fear and Paranoia are captured wonderfully, creating some great moments of Suspense and Tension.The Cast all deliver good performances and Kurt Russell gives a performance that is very different to his all action Snake type role. He shows us that he really can act and he personifies carpenters ideas perfectly.Top Horror Sci/Fi 9/10","
            10/10
            "
"jmorrison-2","5 July 2005","A very good thriller; gory but effective. The atmosphere of creepy revulsion and panic is conveyed very well.To me, the best line in the movie is delivered by Donald Moffat (as Garry), at the conclusion of the ""blood test"": ""I know you gentlemen have been through a lot, but when you find the time, I'd rather not spend the rest of this winter TIED TO THIS F***ING COUCH"" A line delivered beautifully by the beleaguered and terrified character.Kurt Russell is good, however the ""rebel without a clue"" bit may be a little overdone (ditch the yosemite sam hat already...) Well-acted and terrifying, an effective movie.","
            9/10
            "
"Darkside-Reviewer","2 May 2019","The Thing is an absolute classic combining body horror with intense thriller to make something that stands out in every aspect.The Idea is that the thing organism absorbs a living organism and copies it perfectly to blend in with its environment and assimilate all other organisms while hiding among them just a single cell from the thing is a creature in itself that will fight to survive if separated from the main body nothing organic is safe.The movie takes place in Antarctica in a small research base where a small crew become infected the trouble is who has been assimilated and who hasn't who can you trust when your eyes can't see the threat.The intense thriller aspect is done very well as knowbody knows who to trust and could transform at a moments notice people become paranoid and violent and fight or flight response kicks in.The body horror and gore effects for the transformations into the creatures is very graphic and detailed made with practical effects that look so real and well made better than any CGI could ever be.The cast is great Kurt Russell is iconic in this movie and the dedication from the actors and crew is amazing.If you haven't seen The thing by some miracle I strongly recommend you watch it even if your not one for horror it's hard not to appreciate a movie so well made and spine chilling.Just a suggestion to anyone who watches the movie on Blu Ray the main menu screen shows small cuts from the movie in flashes and it shows a lot or key moments that spoil the film so if you plan to watch the movie on Blu Ray I suggest making sure your ready before putting the disk in and when the main menu starts pressing play on the movie ASAP as you can use the pop up menu to put the subtitles on and change the language and such without having the movie spoiled for you enjoy it spoiler free.","
            9/10
            "
"oOoBarracuda","30 January 2017","The Thing, the 1982 film by John Carpenter came highly recommended from several close film sources in which I trust. It is a horror movie, it's directed by a horror master, what's not to love for a fan of the genre. No one was more surprised than me that The Thing couldn't even hold my attention, necessitating 3 viewings before I could complete it. Mental note: if you fall asleep during a movie not once, but twice, it just may not be the film experience for you. I persevered, however, because I truly thought I would appreciate the film. The film stars Carpenter's most often collaborator, Kurt Russell as a researcher stationed in Antarctica that is suddenly impacted by an alien life form. A seemingly engaging premise left a lackadaisical impression and further left me with the idea that I may not like John Carpenter as much as I thought I did. During the first ****amn week of winter, a team of American explorers in Antarctica are shocked to find their base being swarmed by a Norwegian helicopter from a nearby base. When the helicopter crashes, the American team goes to investigate only to discover everyone at the base dead or missing. The team does find something of interest, however, when they happen upon the burned remains of an unidentified creature. The team gathers the charred remains, and take it to the base with them where they deduce that it is an alien life form. The most shocking aspect of the remains are that the creature can assimilate into any lifeform it inhabits, and it inhabits like a virus, easily spreading to person to person. The implications of this discovery mean that any member of the team may be inhabited by The Thing, creating tension between the group as they each struggle to distinguish between the unaffected members and the ones The Thing has taken over.I don't even know where to start here. I'm not typically a science fiction fan, and this film had a much more sci-fi than horror feel to it. As far as Carpenter's other work goes, I've only seen Halloween and Big Trouble in Little China, hardly enough examples to lay blame with the director. The narrative seemed to rely largely on an ominous feeling that was never properly established. Maybe my main qualm lies with the poor title. I do know that this film is a remake, I have never seen the 1951 original, but in Carpenter's film, I never knew what I was supposed to be scared of. A shapeshifting organelle that inhabits its host without them knowing is a good premise for a fearful mood, but it never materialized as such for me. There seemed to be several opportunities for more (or better) scares that were not seized upon. I'm so disheartened to learn that the directors I thought I enjoyed were really just responsible for one or two films that I enjoyed rather than the director himself. Wes Craven immediately comes to mind as I have now seen a few of his films, none of which replicating the magic of the original A Nightmare on Elm Street, for me. Of course, I must see more of Carpenter's work before writing him off, but The Thing isn't the film to convince me to put any of his films at the top of my watchlist.","
            8/10
            "
"Scar38","7 March 2021","I first watched it when I was around nine or ten and it scared the crap out of me, I refused to watch it on my own again for many years.
I now watch it regularly and I still marvel at the brilliant effects and the amazing acting from every single actor, especially Kurt Russell who happens to be my favourite actor.
I don't think I've seen a film with such tension and atmosphere, this film does it perfectly and then some, it's just phenomenal.
This will always be my favourite horror, nothing will ever take its place and I don't think it will ever lose its appeal and cult following.Fantastic.","
            10/10
            "
"Theo Robertson","14 June 2002","I was round about 15 when I heard about THE THING. A couple of trailers were shown on television promoting the cinema release . A few months later friends started discussing it in class ( They had seen it on pirate video . Obviously I will not condone this but it was very very common to watch pirate videos in the early 80s because that was the only way you`d get see the latest Hollywood blockbusters in those days ) So as soon as I could get my hands on a legal rental  copy of THE THING I did so , mainly due to people saying things like "" Watch THE THING Theo . The special effects are brilliant "" and I was very very disappointed with it. Not only that but I became educated to the fact that good special effects usually = bad film .Over the years however THE THING has grown on me slightly . It`s a scary disturbing film but one that is ultimately destroyed by its characterisation and plot holes . For example why should we feel sorry for people who are totally unsympathetic in anyway ? I was under the impression that when writing a script you are to feel for the characters in it . I felt absolutely nothing for the men in the base in the Antartic , though maybe I`m doing Bill Lancaster a great disservice and the characters are written in such a cold way to match their surroundings . But the script suffers from several plot holes , the most obvious one being the fact that a research base in the South Pole comes equipped by endless supplies of explosives , guns and flamethrowers . What may I ask do you need all that for ? Is that in case you get attacked by a gang of vicious penguins ? And there`s a ( *****POSSIBLE SPOILER*****)  credibility defying scene in which the base members - who have all been proven not to be infected by the alien -  all split up for no other reason except to have an ambiguous ending where one of them might be infected by the alien after all . If they`d all stuck together the alien would have been unambiguously killed.THE THING does have its good points, though not very many. Best plus point is the special effects. If it`d been made 10 or 15 years later it would have been CGI dominated. I think CGI is a pretty poor and unconvincing effect and I`m sick and tired of seeing it constantly used in movies , the effects in this are much better than what we have been used to recently.  This is an extremely dark bleak film , perhaps too dark and bleak which caused its disappointing box office sales, and lets not forget it was released at exactly the same time as ET. I`m a big DOCTOR WHO fan so I expect aliens to be nasty scumbags  who have got a really nasty streak towards the human race , I don`t expect to see them befriend middle American children or fly around on bicycles , but that`s what aliens did in the 1980s , so I guess that THE THING was the last "" they`re coming to get us "" sci fi movie to come out of Hollywood for a while","
            5/10
            "
"ma-cortes","4 January 2012","The Thing (1982) deals with a lonely group (Kurt Russell , Charles Hallahan , Donald Moffat , Wilford Brimley , Richard Dysart , Richard Masur, T. K. Carter, David Clennon) of scientists who discover bizarre events , as the research bunch are menaced by a shape-changing . Antarctica: an extraordinary continent of awesome beauty . It is also home to an isolated outpost where a discovery full of scientific possibility becomes a mission of survival when an alien from outer space is unearthed by a crew of international scientists. The shape-shifting creature, accidentally unleashed at this marooned colony, has the ability to turn itself into a perfect replica of any living being . It can look just like you or me, but inside, it remains inhuman. In this thriller The Thing , paranoia spreads like an epidemic among a group of researchers as they're infected, one by one, by a mystery from another planet. But it is about to wake up. When an alien frees from its frozen prison , the protagonist (Kurt Russell) must avoid it from killing them off one by one at a time . And in this vast , intense land, a parasite that can mimic anything it touches will pit human against human as it tries to survive and flourish.One of the great Sci-Fi classics , the gradual built-up suspense is quite superb as when the monster is shown largely to create a real menace¨. Monster movie in which an alien menaces an isolated scientific community , that looks and feels just like a stunning remake . This exciting film packs chills , thrills , guessing , paranoia , absence of all characterisation , spectacular FX , including a loathing chest-burning scene . It takes a liberal stand in exposing the tension of men when confronted with a weird being . Based on the novel by John Campbell , the screen-writer Bill Lancaster rejects out the hand the idea that the alien might be worth attempting to understand or communicate with research team . It contains thrilling and intriguing musical score by the great maestro Ennio Morricone . As well as colorful and appropriate cinematography by Dean Cundey . ¨The thing¨ produced by Larry Franco emerges as distinctly Carpenter movie and one might be recommending for its FX , masterfully made by Rob Bottin . B-Film or not , though it's still a masterpiece .The earlier first version results to be ¨The Thing from another world¨ by Christian Nyby and Howard Hawks with Kenneth Tobey , Margaret Sheridan and James Arness as the monster ; it holds a subtle but efficient intrigue . The modern version is The Thing (2011) by Mattijs Heijmingen with Eic Olsen , Ulrich Thomsen , it serves as a prelude to John Carpenter's classic 1982 film of the same name in which a Paleontologist Kate Lloyd (Mary Elizabeth Winstead) has traveled to the desolate region for the expedition of her lifetime. Joining a Norwegian scientific team that has stumbled across an extraterrestrial ship buried in the ice, she discovers an organism that seems to have died in the crash eons ago.","
            9/10
            "
"geminiredblue","17 December 2013","If the tag-line for ALIEN was ""In space no one can hear you scream"", then THE THING might have a tag-line that read: ""In Antarctica, no one can hear you scream."" Originally, The Thing started life as a novella called WHO GOES THERE? by John W. Campbell. In 1951, Howard Hawks made a loosely-based version called THE THING FROM ANOTHER WORLD. It became a classic, bridging the gap between sci-fi and horror, displaying a cast of witty and smart characters and an infuriatingly tough alien. Then in the early 80s, John Carpenter and his crew set out to remake THE THING. Many viewers who had seen the earlier film were put off by it, remarking on the graphic content. What many viewers may not have known is that John Carpenter's version is much closer to the source material. Having read the book, I must admit it was quite original. Now the story: In Antarctica, a US scientific team take in a dog that's running from a couple of Norwegians. However, nothing is as it seems... Not wanting to reveal too many details, let's just say The Thing appears and terrorizes the team. Many of the graphic deaths and mutations remain intact from the book, as well as the claustrophobic locations and growing sense of dread and suspicion. Kurt Russell (a John Carpenter regular) plays the role of R.J. MacReady perfectly, as do the rest of the cast (many of whom are veteran actors). The dripping, nauseating special effects are some of the creepiest ever filmed. And mercifully, Carpenter allows the film to retain the book's terrifying, downbeat ending. For you, the gentle bloodthirsty viewer, there's a little something for everyone to find scary in this one. So make this required viewing, and if you're an avid reader, hunt down WHO GOES THERE? It's equally as strong!!!","
            5/10
            "
"jhmoondance","9 November 2018","No darling babes in full make up or 6pack beefcakes!!!A brilliant on the edge of your seat movie n gritty with it!More please!","
            9/10
            "
"tiagocampos-02918","31 January 2019","The Thing truly is the ultimate in horror. The special effects are perfect, the best I've ever seen! It's a movie that scares you with little to no jumpscares because it presents you with superb visual effects that will make you look away at the horrific mutated monsters, the chilling and claustrophobic environment and the uneasy feeling of distrust regarding all characters in the picture. You never know who's human and who's pretending to be human and you never know what is lurking inside, what the infection is, where it is, what it is doing when it might be right in front of you, etc. It's right there, haunting and destroying you but you can't see it, feel it, hear it, touch it. The mystery is frightening and the tension is palpable! Do yourself a favour and watch this movie! The mastery of it outshines everything that might be a little less perfect. Best horror movie ever made!","
            6/10
            "
"christopher-underwood","19 May 2020","This is really quite splendid and it is evident watching it once more, this time on Blu-ray, that it will easily bear multiple viewings. What happens and the order that it happens in matters less than the whole believability of the situation and the grittiness. This may not look like the kind of crew you might expect to find at an American research station at the North Pole, but they are a likeable bunch. The dialogue is good, with the rapport and humour in abundance, despite or because of the pending doom. Then there are the special effects, different every time and mind boggling and the degree to which we buy into these transformations figures heavily when the guys partake in the blood testing. A fantastic and central sequence where we believe nobody knows whether they are possessed or not and feel their individual fear as the Russian roulette type ritual is undergone. Full credit, of course to Carpenter and the young effects man but here Kurt Russell really gives his all and helps make this such a convincing and marvellously horrible experience.","
            4/10
            "
"FeastMode","7 July 2020","This movie had some of the best practical effects i've seen. they were legit terrifying every time. and that's the only thing i liked about this movie.everything else was really boring with very little suspense or creepiness. it's filled with OMA (old movie attributes) like unnecessarily long shots of nothing, like 18 seconds of watching a helicopter flying, no change in angles or anything, just 18 FULL SECONDS of a helicopter flying in one direction. or three other scenes of a helicopter landing, very slowly, all the way until it touches the ground. why? i think the director has a helicopter fetishthis movie is also REALLY dumb. i could make fun of a thousand things. (mild spoilers) like why the one guy had to tell macready this secret outside away from everyone, why not just tell everyone, since it was vitally important to know. or how a doctor thinks it's perfectly natural to just pull out human organs, since you know, they're just floating around inside us, not attached to anything. or a magical computer that answers questions it's never encountered before and has no programming for, complete with unprogrammed animations. or how they magically know that mixing fake blood with real blood will cause a reaction.i can't take this kind of stuff. OMA is a heavy factor in my negative opinion on most old movie ""classics."" this movie also lacked any entertainment value or suspense. characters depth, good dialogue and an intriguing plot were missing. but in 1982, people didn't really care (1 viewing, 7/6/2020)","
            9/10
            "
"strong-122-478885","16 May 2014","I rate this Sci-Fi/Alien Invasion movie 5 stars solely on the merits of its gooey, fantastically over-the-top monster-effects that were artfully created by brilliant effects-wizard, Rob Bottin.Man, Bottin really outdid himself this time with some of the most wild and grotesquely imaginative alien assimilation sequences ever seen in a pre-CGI horror picture. The awesome ""blood test"" scene was the absolute best of all.This movie only comes to life when Bottin's excellent handiwork is the focus of the action. Without his cool creations The Thing, under John Carpenter's lame direction, just sucked.It would be an understatement to say that this picture has lost a lot of its initial clout over the past 35 years.As well, none of the characters were at all likable, especially Kurt Russell's MacReady, who was nothing but a suck, a drunk, and a sore-loser who couldn't stand to be beaten in a game of chess by his computer-opponent.I thought that this film's opening sequence with the Norwegians (flying in a helicopter) repeatedly attempting to shoot down an escaped husky and missing their target every time (even though the dog was an easy target), was one of the most pathetic ""hot pursuit"" scenes ever captured in a big-budget horror movie.Boo! Hiss! to John Carpenter for dishing up this kind of crap.","
            9/10
            "
"joiningjt","8 September 2021","Just got done watching this masterpiece for id say 100th time or more!! Saw it in the theater in I believe 1982 and it was the 1st film I kept going back to the theater and watching it over and over again. I then purchased the VHS copy, then laser disc, the dvd, bluray AND NOW 4K!! It's such a shame John never got to make the sequel I believe he could have came up with a phenomenal idea and film. It didnt do well then but people are finally realizing what a genius he was. This film is in the top 20 films ever made!! For me this and alien are tied for best scifi horror ever made!! Its a non brainer to purchase the 4k ultra bluray I just watched it and WOW I'll never get tired of watching it !!","
            8/10
            "
"martinlucas-469-207968","12 April 2019","As most of the reviewers for this film will agree, this is a genuinely gripping story from start to finish, as well as being a horror classic. But it's also an important milestone for two reasons.
First it was one of the very first horror films to actually give you in detail, a really good look at the various monstrous expressions of the key villain. Up to that time most horrors were implied and as soon as you saw the the rather dodgy special effects representing the actual monster, the illusion started to fade.
Secondly, despite this challenge, absolutely no CGI or anything like it was used. Computer graphics in those days were so primitive that it took the makers several days to create a simple computer screen showing the cells of the monster transforming into those of a host. Instead the special effects team took a delirious joy in dreaming up ingenious ways to show various horrors using simple techniques like reversing the film, the use of plentiful amounts of plasticine, string and goo, and stop motion photography.
Lastly there was brilliant use of a trained Alsatian dog. The strange stillness and focus of its gaze before it's finally revealed that it has been invaded by the alien sends a chill down the back and was completely convincing.
Watch and enjoy!","
            10/10
            "
"Jacques98","18 October 2008","Let me get this out of the way: I am not a biased fan of this movie. I did not grow up with it, I did not see it once, get scared, and then love it when I was older, and I did not watch it with any hype or weighted opinion whatsoever. I'm not really a John Carpenter fan. I am a hardcore horror fan who has seen the majority of what the genre has to offer. I am an adult, and I watched this last night, 9/17/08. I'm not sure it's possible to find an opinion that is more unbiased than mine when I say: The Thing rocked.First and foremost, the reason The Thing works is because it does not bash your over the head with a block of cheese, unlike most ""classic"" horror movies. Some of the effects are a bit outdated, despite what the lifetime fans would have you believe, but not so much as to look cheesy. At all. There is very little gorenothing that the average parent wouldn't let a 8-year-old seeand the gore effects are also outdated, but it doesn't take away from the movie. I just found it downright refreshing to watch a movie that didn't try to kick me in the balls. I've watched so many ultra-gory movies lately, The Thing made me remember what it was like when movies didn't use gore to make the viewer feel like crap, but instead used gore as part of the actual story. It's the perfect movie to watch on a snowy night with your girlfriend/wife or your kids.The reason The Thing isn't cheesy is because it submerges you in atmosphere and suspense and mystery, then it punches you. The creatures are not generic whatsoever, and some of them are downright weirdly awesome. (Spider-head, anyone?) The plot is pretty generic, if you can even call it a plot at all. Here is one of the greatest movies of all time, and it does something that you wouldn't expect: it doesn't really have a plot. No, The Thing is true survival horror. There is nothing here except the desire to survive, and that is the only plot. The opening scene hints that the creatures are aliens, but, really, the movie never says much about their origins other than that. Watching this movie is almost like watching people in an arena try to surviveyou don't watch it for the story. What makes The Thing original and different from the other movies like it is the small details, like setting, the creature designs, the characters, the ending, and so on.People who get bored with this movie don't understand suspense. I can understand that, because in the generation that we live in, suspense is dead and buried. Suspense has been replaced with either (1) lame action, or (2) lame dialogue scenes that ""build characters"", even though the characters are pure clichés. Suspense is the feeling of ""I know everyone is going to die . . ."" that you get before anything happens. I can count the amount of movies that get suspense right on one hand, but The Thing honestly pulls it off. If you're a fan of suspense moviesand no, I don't mean Wolf Creek, I mean like AlienI do not know why you haven't seen this movie already.Then there is one more thing I need to mention: The Thing isn't Alien. It never will be Alien. It is not quite as good as Alien, though it has more action. It is, however, the only movie I would ever mention in the same breath as Alien, because it does come very, very close.Overall: This is by far the best Carpenter movie I've seen, and one of the few movies I've ever seen that understands suspense. It's easily one of the best horror movies of all time, and I'm saying that as someone who find most ""classic"" horror movies pure cheese. Watch this movie. Watch it now.9/10","
            2/10
            "
