"Usernames","Reviewer_Date","Reviewer_Content","Rating"
"muvbuff-45737","15 December 2018","Amazing visuals, soundtrack, writing, plot, and characters all help to create an absolutely stunning film. Go see it.","
            10/10
            "
"braydonmorrissey","13 December 2018","This movie is brilliant. The animation is awesome, the story is really cool and compelling, and the humour is genuinely funny. How did this come from the same production company that gave us The Amazing Spider-Man movoes?","
            5/10
            "
"jadishungry","15 May 2022","We are done with teens and their problems. Focus on how teens are ought to behave in these modern times. The other spidermen are okay. More of fanservice for kids.","
            10/10
            "
"RforFilm","17 December 2018","We've got Peter Parker. We've got web-shooters. We've got a group of villains called ""The Sinister Six"". Yep, we've got a Spider-Man movie again. It used to be we would go several years between the further adventures of New York's web slinger. Now were going months. In fact, Spider-Man had a big part of the MCU epic Avengers: Infinity War back in May. So what's going on in December that requires an additional movie? You'd be surprised by how vast the comic world is that does justify another movie.Like how many people have played a particular superhero, many people have played Spider-Man aside from Peter Parker. One popular addition is of another New York kid named Miles Morales. He garnered phrased for being the first half African-American, half Puerto Rican character to play a superhero. He was also noted for taking Spider-Man back to a youthful demeanor as Peter Parker in the story was getting a little old. But it doesn't stop there. There's also Spider-Woman, Silk, Spider-Noir, and even an anthropomorphic pig called Spider-Ham who operates on cartoon logic. While we don't exactly get all of them, we do get a bunch of them, along with an origin story for Miles in Spider-Man: Into the Spider-Verse.Young teenager Miles Morales (played by Shameik Moore) is adjusting to a new life at a prestigious boarding school academy, at the insistence of his cop father Jefferson (played by Brian Tyree Henry) who wants a better life for his son. Miles wants to impress his parents, but finds comfort in his more free spirited uncle Aaron (played by Mahershala Ali). One night, while the two of them do some graffiti art in a hidden area of the subway, not only does Miles get bitten by a spider, but also witnesses a battle and death of the popular Peter Parker Spider-Man while spotting Kingpin (played by Live Schreiber) working on a large machine that takes affect.Like Peter Parker's story, Miles starts to notice changes like sticking to walls and spider senses. He visits Peter's grave to think about what to do next. Its here where an older Peter Parker (Played by Jake Johnson) meets him and asks for help to help him return to his own dimension. While uncovering plans from Kingpin to open several dimensions, Miles also comes across Spider-Gwen (Played by Haile Steinfeld), Spider-Noir (Played by Nicolas Cage), Peni Parker (played by Kimiko Glenn) and her robot, and Spider-Ham (played by John Mulaney) who all help figure everything out.As you can see, Spider-Man: Into the Spider-Verse juggles a lot and almost makes the mistake of cramming too much for one movie. Amazingly, the script not only keeps every character listed above in check, but also makes it a great story for young Miles Morales. If your worried that this is another origin story, this is one that puts a lot of focus of Miles and his relationship with his father and uncle. I can't disclose why, but it really creates new pressure that Peter Parker never had to face.In terms of the rest of the characters, I really like this side to Peter Parker that we had yet to get from the other adaptations; a Spider MAN. A man whose gone through so much and had his heart broken several times, that he's more of a broken hero that needs fixing himself. His story balanced out well with Miles. He also gets a good scene involving the aunt May of this universe, almost like seeing a living ghost that was very sweet. While I don't want to give too much away, each Spider person gets their own arc as they navigate their way through Mile's world.Let's talk about the animation, which looks great. Rather then going for a Pixar/DreamWorks look, this Spider-Man story has a comic book-look that takes advantage of that fact, along with that it's also animated. Unlike a lot of live action movies where use of computers can occasionally be distracting if not done well, it all blends well, especially with the action sequences. The angles remind me of the comic pages I still turn, given the use of color and word bubbles, that never become annoying, and are used accordingly to amplify the drama and comedy. This is a movie with the rare distinction where it's all it's own.I'll give this ten Spider-Man comics out of ten. This was a fun and different Spider-Man movie that we needed, even more then Spider-Man: Homecoming. It could come off as too weird for some, but given the story's focus is still on this kid's growth as a hero and a teenager, it never felt overwhelming. It was an odd example of everything accidently fitting into piece. This is an absolute recommendation. Swing in and go see it.","
            10/10
            "
"jakebirkel","19 December 2018","This had better win some Oscars.Okay, from the beginning: this movie is excellent. It is a thrill ride from start to finish, from being inventive to charting a new story to introducing so many good characters. Miles Morales' story is unique, emotional, and above all, fun.Performances: they're voice performances, so at first glance there isn't much to consider, but once you get further into the movie, you hear these actors truly commit to their characters. Shameik Moore's voice embodies Miles Morales perfectly, and Jake Johnson finally finds a character that's not a stoner; he does have fun with it. Haliee Steinfeld is exhilarating and perfect as Spider-Gwen. The rest of the cast... they're all fantastic, I just don't have time to talk about it right now. Go Spider-Ham!Direction/Writing: with three different directors, you'd expect this to come off as jumbled and incoherent, but it is not that at all. The scenes are well executed, the fight choreography is exhilarating, and the way they blend animation is simply stunning. The writing was soooooooo goooooooood. Phil Lord really had a story he wanted to tell, and he didn't skip out on any opportunity; somehow, we'll be laughing one minute and bawling the next. He really left it all on the field, especially with all ridiculous avenues he decided to go down with characters like Spider-Ham, Penny Parker, and Spider-Man Noire. The best part is it all works! The villain, Kingpin, is a bit sidelined, but it doesn't matter in the end because the story is about Miles and the people in his life. There's a moment in the trailer where Miles jumps off a building and we get this beautiful upside-down shot, and that moment is somehow even more satisfying given everything that leads up to it. The combo of story and characters truly does work.There's so many things I could talk about, from the immersive world to the killer soundtrack to the fact they use sound effects that correspond to the character's respective universes. You can feel the amount of time and effort that went into this movie, and you can feel that feeling of satisfaction that it paid off. It's a truly unique movie and inventive experience that is a sight to behold. (10/10)Seriously, Academy, look at this movie. And give it like all the awards.","
            9/10
            "
"auuwws","28 October 2020","Great movie, I liked so much the failed Peter Parker character, Miles Morales' character was good, but his relationship with his uncle was excellent. A reaction after knowing he was a villain, Gwen Stacy's character was good or the rest of the Spiderman group was excellent. The background music was great, the animation style was great and the story was very good But William Fusk's actions are not explained adequately to people uninformed about the world of Spiderman","
            10/10
            "
"KeimoLantio","2 March 2019","The visual style is unique and impressive, but choppy movement caused by dropping the frame rate in order to make CGI look more like hand-drawn animation. There's just too much of everything all the time. The creators should take more time and build ambience and atmosphere. The constant visual fireworks feels like an ADHD nightmare.The overabundance of childish slapstick comedy gets old really fast. Too bad the creators didn't have more ambition for more compelling writing. Miles Morales is a one-dimensional and uninteresting character. Then again, that's Brian Michael Bendis' fault.","
            9/10
            "
"lordofawesomeness-10385","7 December 2018","This movie was honestly much, MUCH better than I expected it to be. Even all the trailers combined do not do it justice. It's thrilling, emotional, and hilarious. Its really a masterpiece in my eyes. One of my favorite movies of the year!","
            5/10
            "
"ThomasDrufke","19 December 2018","We've gotten to the point in this golden-age of comic book movies where studios are starting to feel more comfortable taking storytelling risks. With Spider-Man: Into the Spider-Verse, Sony not only took a huge risk with the animation style, it's lead character, and bold story choices, but it's actually a very good film in its own right. Blending a heartfelt story, well-timed humor, and a bold animation style, Spider-Verse is the best Spider-Man film to date, and one that should garner all sorts of accolades. If it wasn't for an ending that gets bloated with hectic animation, it could flirt with some of my favorite animated movies of all time list. Either way, it's fun, infectious, and shows that the superhero genre has a long way to go before it runs out of unique ideas.8.9/10","
            5/10
            "
"martimusross","4 April 2019","I so want to agree with everyone that this movie was amazing and fantastic and perhaps the best thing since the invention of sliced bread, but when you look closely there are significant problems.Let's start with what was good;1, the comprehensive construction of Miles as a personality, from his dialogue to his jokes from his singing to his clumsiness, this was realised in micro-gestures and facial expressions as was Miles' father and uncle, a brilliant piece of animation.2, the movie created a comprehensive atmosphere and style and was planned and executed to an inch of its life.3, you were gripped from the start, whilst watching the movie there was a great dramatic impetus, you were desperate for a conclusion.4, the music, graphics and minute detail was all brilliantly realised.What was not good;1, if you take out the character development, that must be secondary to the story, we have boy infected by spider, trying to stop the Kingpin from using a machine to bring back his dead family, this is hardly a substantial story.2, if, and I believe it is the case, that the story above was incidental and that the ""real"" story was ""everyone can wear the mask"" this is using or abusing the vehicle of Spider-Man to advance forward a political agenda.3, if we had a parallel dimension then Spider-Man would be the same in each dimension, just as New York was the same in each dimension, if we had a alternative dimension then nothing would be the same so there would perhaps not be a Spider-Man, this was jumbled thinking at its best, which is it?4, we had blatant gender and racial appropriation and a whole array of divisive stereotyping that was used to underpin a political agenda, it was perhaps even gross tokenism, let's say no more.It cannot be right to use a movie to promote ideologies of globalisation, political correctness and identity politics and embed this within the core of a movie and this needs to be called out for what it is, this is indoctrination and liberal authoritarianism bordering on brainwashing.I did enjoy the movie whilst I was watching it but afterwards I felt I had been cheated, preached at and manipulated to a political world view, that is the latest Hollywood fashion trend, that places identity above everything and we are all citizens of nowhere.","
            6/10
            "
"grantss","7 October 2019","Miles Morales has just started at a new school and is struggling to fit in. Then he is bitten by a radioactive spider and he obtains certain powers, similar to those of Spiderman. He doesn't know what to do with the powers, or how to control them, so naturally he turns to Spider-Man for advice.Had some potential, initially, to be an original take on Spider-Man and comic book movies in general. The story doesn't follow Peter Parker, so is not the same Spider-Man story that's been told over and over before. Is animated, so original in terms of production (ironically, considering what comic book movies are based on...).However, despite these differences, it ends up being pretty much same old, same old: a linear, action-based story. Character development is token: everything is just a set up to get to the next action scene. Plot, what there is, is what you'd expect from a comic book movie: rambling, basic. Quite unengaging.Is fun at times, but certainly no more than your average comic-book movie.Hardly revolutionary, despite all the hype that says it is.","
            9/10
            "
"MooWoolf1","23 February 2019","I had no great expectations at all. Let's start with that. I haven't seen a single picture of the movie, so I had no idea what I was going to watch.I've seen the great reviews of it, some stating that they were expecting something super overrated and it turned out to be the opposite.
So.Here I'm. Long story short, I accept the fact that the majority of the people who have seen this have low needs. That's why movies such as Roma for example generated only $3m at the box office. People in general need easy movies, don't have to think at all, more colours the better, some silly jokes and there you go.
That's why they don't make movies like the Fight Club today. Those kinda movies don't get the money to be made because people wouldn't watch them. Sick and might be hard to accept for some of you, but it's true. De Palma and many others states that people tasted Cola and now they only want to drink Cola.This movie was predictable. I didn't like the style of it, but it was ok. New, but not good. It had it's silly jokes, many nonsense things. TONS of PLOTHOLES.
Also it was easy. VERY EASY. If you have seen any Spider-Man movie, series or something, then you have already seen this movie. Literally.I was just waiting when comes that moment that will lift this movie up that would make it to deserve it's score. I was truly hopefully waiting until the ending. Every scene somehow just kept bringing more and more nonsense things into the way, not even caring about the rules of the movie itself. Then at the end we had a Clark Kent moment, when he puts his glasses on and nobody can recognize him and the movie ended.Visually wasn't good. Have seen far better visuals in an animated movie.
The best thing about the movie was the uncle's theme song. I liked that.Otherwise this movie is no different from the most of those that take place in the top250.Not even close to The Lion King, Your Name, Spirited Away, Grave of the Fireflies. Even Monster Inc. had more in it.It is currently no. 26 and with it the no1 animated movie. Which is funny because it had 1 Oscar nomination only. WALL-E had 6. Toy Story 3 was even nominated as best feature. Both of these movies and better by far.So, in my opinion this movie is just a great example of what people need today and how easy it is to impress them. It was far harder before.It is going to win it's award for the same reason. But it wouldn't even deserve to be nominated. Hollywood is full of people that don't know what a movie is or should be, they just take part of making one trash like this.","
            10/10
            "
"thomasjay-2201","24 December 2018","Special? Not really, a standard origin story with a slight bit of 'zest' it's a surprise this film was so good given that the marketing is a bit underwhelming to be perfectly honest but that's beside the point. As a film this is fantastically executed and written to a degree where a million plates are being spun and not one falls in terms of narrative strands. Solid characters, moments of emotion and horror and an excellent clash of art styles and look there's something in this for everyone, from soundtrack to costume and everythkng between I recommend you watch","
            6/10
            "
"Calicodreamin","17 July 2019","Epic movie! The graphics are out of this world. The voice is acting is on point, the plot is solid, the 4th wall breaks are subtle, and the characters are lovable. Oh, and the soundtrack and sound editing are amazing.
Literally nothing bad about this movie.","
            10/10
            "
"sethsergent","3 March 2019","Do not belive the reviews, this movie is not as good as you would think.","
            10/10
            "
"saqibhameed","20 December 2018","What an amazing movie each scene of the movie awesome ...watched in Pakistani theatre","
            9/10
            "
"tripaditya-80289","19 December 2018","Okay, I can only say I'm speechless.... I loved it and would definitely buy the Bluray.Best marvel movie so far.. Beats every spider -man movie easily.","
            10/10
            "
"oscaralbert","21 December 2018",". . . and especially because they each opened in American theaters on December 14, 2018, viewers have naturally wondered whether MORTAL ENGINES and SPIDER-MAN: INTO THE SPIDER-VERSE tell the same story. The quick answer to this question is a simple ""Yes."" Let's examine some of the areas of congruence . The makers of MORTAL ENGINES and SPIDER-VERSE strive mightily to make their characters more ""diverse"" than a United Nations picnic. This is quite ironic, because these flicks emanate from New Zealand and Japan, two of the LEAST diverse, most homogenous places on Earth, with immigration policies that make the USA's current White House Occupant seem like a spiritual brother to the Statue of Liberty by way of comparison. However, SPIDER-VERSE deserves a higher satisfaction rating than MORTAL ENGINES because it celebrates a hallowed past (even after ALL of its end credits have rolled), while the latter flick runs out of gas desperately seeking to set up sequels which will rival HEAVEN'S GATE II, HOWARD THE DUCK QUACKS AGAIN, and ANOTHER ISHTAR when it comes to audience demand.","
            6/10
            "
"Richarduck4077","20 December 2018","When first saw the trailer for this I was not planning on it being this fantastic but I was so unbelievably wrong this Is the best Spider-Man movie ever in my opinion. This movie understands what Spider-Man means to people and and the universe it's build. The story features Miles Morales a character never seen in a movie before and it's captures his personality straight from the comics. The movie also features Peter Parker as a side character to make room for a new Spider-Man and I love this part of the story and how it introduces so many characters but doesn't feel crowded. The animation is also very beautiful, fluid and unique you'll never be bored. It's also very funny for kids of all ages to enjoy. It doesn't Matter your interested in comics or animation or comedy or a heartfelt super hero movie this movie is a great flick for all ages you should definitely see.","
            10/10
            "
"jcast-50357","27 May 2019","You're out of your dome saying this is the 55th best movie of all time.","
            8/10
            "
"sorlando-15239","15 December 2018","For the first time ever, Sony Pictures Animation presents to us a new movie that has the better critics like some movies of Disney/Pixar.","
            9/10
            "
"Amyth47","25 December 2018","My Rating : 8/10WOW!FFFAAAAAARRRR OUUUTTT THIS IS AWESOME!!REVOLUTIONARY VISUALS!!!A GAME CHANGER IN ANIMATION!!!!","
            9/10
            "
"Eggoreluckadman","25 December 2018","Literally said clever a dozen times in this movie for surprise reveals great Easter eggs great references and more do not miss this see it in theatres","
            5/10
            "
"Darth_Osmosis","14 December 2018","The animation and visual style is cool, fluid and compliments the story like only the very best of animated movies can! Story itself is like an amalgamation of the most serious, comical and cool elements a Spidey comic can offer, and it all works together beautifully. Among the best animated superhero movies ever, and actually one of the best Spidey movies period!","
            5/10
            "
"RuriGokou","9 April 2022","The word meandering sums up this movie very well. It just takes so long for the story to get anywhere. I'd say it takes about an hour into the movie for it to start moving. I kept reaching for my phone from time to time because I just couldn't focus. The humor is very hit or miss. There are some things inserted obviously for a younger audience. While some of the jokes did make me laugh, some also made me cringe or feel awkward.I liked the animation style but then again I'm a fan of anime. So I didn't have a problem with it.I couldn't like Miles very much. He was at least A LITTLE more likable in the PS4 video games. I don't understand why people are saying Peter was made out to be an idiot to prop up Miles in this movie. Miles acted like a weakling and a coward for a GOOD portion of the film. Despite the other universe Peter's circumstances, he at least was fighting. Besides, I think they made him that way to act like the fallen hero/mentor cliche.The female characters were more interesting than the male characters. Why don't they get there own movies? Gwen's story sounds a lot more interesting than Miles. And how she obviously was a ballet dancer and uses that in her fighting. It's interesting. But, I guess people of color trump a white woman?Overall, it's okay. But I don't see what all the fuss is about. Young kids will probably love this. But if you're always watching movies like me. You're not going to be impressed and just see all the flaws as you watch.","
            9/10
            "
"nancyldraper","15 December 2018","Disappointing. I was looking forward to this movie for two reasons: a great voice cast and the whimsy of multiple Spider Man/characters from varying dimensions. But instead of building interesting characters (heroes and villians) I was presented with a number of long, chaotic action sequences robbed of dramatic (or comedic) tension by the lack of well articulated characters and interpersonal dynamics. There was also a production anomaly that was puzzling - there were times when the animation was blurry as if drawn for 3D (there was a 3D version, but that wasn't the one I was viewing), so, I hastily put on my 3D glasses, which I happened to have at hand, and it was still 2D, just blurry ... odd(?). I hoped for a better story and entertaining character interactions but I was disappointed. I give this film a 5 (meh) out of 10. {Marvel Animation}","
            10/10
            "
"Phil_M_A_Kerr","19 December 2018","Using misaligned colour templates, like 3D without the glasses, for portions of the screen that were out of focus was a bold step. Bring them together and our eye is drawn to that now sharp part of the screen whilst everything else goes out of focus, or rather misaligned. What a different way to direct the audiences' eyes. Maybe a subliminal nod to the existence of parallel realities.
Like all good PG animations, the creators build a bit more depth into the narrative which makes the film a coming-of-age tale, leading the young viewers into the world beyond. Despair and faith, loss and hope, and all those adulty type themes are threaded through this three-dimensional ... no, MULTI-dimensional tale.
It is a silky-smooth incorporation of comic book panels, colours, and shading into a big screen motion picture.
The city slicker wit had me laughing out loud aplenty although it is occasionally too clever for this semi-rural simpleton.
This was a Tuesday night 9:30pm session with about a dozen adults and no kids so it was probably wasted somewhat without its target audience. Nevertheless, it is good to see the PG-rated teen animated epic is in capable hands.
When I was a lad we had epics like Watership Down, the Mouse Trap to enthrall is over the Festive period. I hope Into The Spiderverse delivers just as well to the current generation.","
            10/10
            "
"dfisher-85281","14 December 2018","I hardly post reviews but,
I Just watched Spider-Man Into the Spider-Verse and OMG that is by far in my opinion the best Spider-Man movie ever!!! The story was so well written, the characters were awesome, the music was actually awesome, and OMG the art style they chose for this movie was so amazing and it was like watching a living comic book!!! Also, you know how sometimes superheros usually just come off as superheros and not like actual people well they actually showed emotion and development and oml just see it I geeked out enough 😂
Edit: if the creators somehow see this post
You created something brilliant with this film, And you made Stan and Steve proud. Good Job, Spider-Verse team. Excelsior!!!","
            10/10
            "
"bretlucas","20 December 2018","Best Spiderman movie I've seen so far. The animation is stunning and I love how the 'glitching' theme ties in with the animation style/framerate and music. Genius on all levels.","
            10/10
            "
"ramy-bakir","15 December 2018","A coming of age movie for the whole animation genre, which stays true to its medium while nicely embracing the comics medium.A really moving movie with an ambitious approach, that surprised me at how much spiderman is instilled in my psyche...even as much as Superman is.The movie simply embraced how the character is a cultural phenomenon, and stopped treating it as merchandise.","
            10/10
            "
"lidwig-92029","20 December 2018","This film is storytelling at its finest. They've really transferred the art of comic book story telling onto the big screen to a level that no other film has matched. Beautiful and fresh animation. They've not been afraid to try something new and it has definitely paid off. I hope this sets an example for future films, as it's definitely raised the bar! A film that can be both parents and children's favourites. Very memorable.","
            10/10
            "
"chachogamez","20 December 2018","BEST SPIDER-MAN YET!!! Stan Lee would be proud. BEST ANIMATED MOVIE OF THE YEAR!!!!","
            10/10
            "
"rickfletcher28","15 December 2018","This was an epic movie, with great animation and a well written story. My son is nine and he said it's his new favorite movie. I dont know how anyone could give this less than 10 stars.","
            10/10
            "
"sistermarysnow","19 December 2018","One of the best Marvel movies I have seen in a long time! Worth the watch and felt like I was in the comic. Great graphics and shout out to all the animators that worked on this film. The script was pretty awesome as well! :)","
            10/10
            "
"ebbewahlstrom","16 December 2018","Okay so i found no wrong with this into spider verse, is just perfect and stan would have loved it !
The visuals is extraordinary and i really dig the comic vibe to it !
The story is great and you really feel for morales and after the movie is over you just wanna go out and web sling and thats a good sign.
The soundtrack/ music fits perfectly into the movie and just makes it moore cooler!
Stan lee and steve ditko creation of spider man had tough me so much in live that is okay to be special how it would be as a kid to have super powers in this normal soceity!
They would have learned this renewed version of spider man when peter is the teacher/mentor and who has left over the stick to miles morales the new spider man!","
            9/10
            "
"mistakenlymade1","17 December 2018","This movie was truly amazing, the art style worked out beautifully, the story was super meta, serious, funny and witty at moments. The twists were really good, I didn't expect it for some others they may have because it's a ""super-hero movie"". The character development worked out great, surprisingly. Highly recommend watching it.","
            10/10
            "
"BenWollmuth","19 December 2018","Spider-Man: Into the Spider-Verse is an ambitious film. Sony's last few attempts with the character of Spider-Man have been underwhelming to say the least. I haven't seen a good Sony owned Spider-Man movie since 2004's Spider-Man 2. Luckily, Spider-Man: Homecoming turned out to be a pretty good film, but that was mainly Disney and Marvel Studios, so I still had low expectations. However, I am happy to say that Spider-Man: Into the Spider-Verse is an awesome Spider-Man film, and an amazing film overall.
Instead of following Peter Parker like every other Spider-Man film out there, this film instead tells the story of Miles Morales and how he handles being Spider-Man. This is a bit different, however, because instead of skipping the learning and the suit making, we see his struggles firsthand. Miles makes a promise to his world's original Spider-Man that he would put a stop to Kingpin, but he has no idea how to control his powers, so he has a hard time.
Luckily, Kingpin's fancy collider machine happens to bring in some other Spider-Man, as well, so that Miles can get the help that he needs. The best part about this film is the way the characters are handled. The writers understand the character of Spider-Man, no matter what dimension he/she is from. They all have different personalities and art styles that make them stand out from each other. They did such a great job that I now want to see spin-off films for all of the Spider-Men in this movie.
Into the Spider-Verse is a lighthearted film, and is able to mix seriousness with comedy for the perfect effect. From the comedy aspect, the film, as I said before, understands Spider-Man. He is a funny character and knows how to stay calm in any situation. He cracks goofy jokes and says witty one-liners. With this movie, the different personalities of the different Spider-Men mixing together brings the comedy. On the other hand, the serious family issues bring some conflict to different characters, but in order to keep this spoiler free, I will not go in depth.
There is one issue I have with the film, but it isn't too big. Okay, the character is too big, but the issue is not. Kingpin, I feel, needed more characterization in order for me to think of him as a good villain. We learned some things about his family, but that was really it. He was a just a large man who wanted to conduct an evil plot. I can look past this, however, because the movie wasn't really focused on Kingpin. It was more focused on the Spider-Men, and most importantly, Miles Morales. Since this was done so well, I can forgive the film the Kingpin issue.
Spider-Man: Into the Spider-Verse was a film that was much needed on Sony's part, because it shows that they still have good things they can do with the character. Animation, I feel, is the best format for Spider-Man, but that might be because I grew up watching the Spider-Man animated series. Overall, this is an awesome film, and definitely deserves a watch. If you are a Spider-Man fan, I believe you will truly adore this movie as much as I did. If you are a heavy critic who doesn't know much about the character of Spider-Man, I think you will enjoy this movie too. If you just like movies in general, go out and see this movie. It's worth it.","
            10/10
            "
"kosmasp","25 November 2020","If you are going to go animated, why not just go all the way with it. And while Nicolas Cage will not ever become Superman (at least real action life in movies), why not give him something else to really dig himself in and just relish ... having fun with it and sharing that fun with us.The movie is quite self aware. From the whole origin story, to what happened before (even making fun of the Spidermans before - the ones Sony did, not the Marvel Cinematic Universe mind you). And it all works out fine, while being culturally appropriate and adding to the mythology. The dialog feels fresh, the story is cool and we get so many funny things thrown our way ... not just for fans of the previous movies or comics ... this really is great. And I say that as a big MCU fan myself, but it makes me happy that Sony will continue to do their own thing too! Especially if they stay as creative as this! There can be more than one! This movie is all the evidence you need for that ...","
            9/10
            "
"EderR28","14 December 2018","This is a straight up animated masterpiece. The animation style, the universe(s), the voice acting, the story telling, everything is amazing. I feel bad for the other animated films this year, because Into the Spider-Verse blows them all out of the water. It's hard to believe this is the same animation studio that made the smash hit The Emoji Movie. Spider-Man: Homecoming is still my favorite from the hero, but this one is not far behind. My only, tiny complaint is that the villains weren't very fleshed out, but with the multiple Spider men and women needing adequate backgrounds and screen time, I can easily look past it. This is a superhero movie for the typical fans or the oblivious viewer, creating the always beautiful message that anyone can wear the mask. We're all a lit bit Spider-Man.","
            5/10
            "
"saha-kalyan007","15 December 2018","This year First Mowgli announcement and this movie's announcement made me skeptical and I felt Meh..!! But boy it is not on;y proved me wrong but I felt the entire movie. They this story is narrated without being a drag with the origin story, couldn't think anything more. Not only me I bet whoever watched this movie with feel. No wonder Spider-Man was Stan Lee's favorite. Love you Stan Lee... Excelsior.","
            4/10
            "
"shawneofthedead","13 December 2018","THE LOW-DOWN: Does the world really need another Spider-Man movie? In just over 15 years, we've already had three different Peter Parkers, each one with the same basic origin story. It's a reliable formula that's been run into the ground... hasn't it? And yet, Spider-Man: Into The Spider Verse will have you clamouring for more. This fresh, funny, fantastic film proves that there's entire universes of mileage left in all things Spider-Man - introducing us to brand-new hero Miles Morales, while also dissecting (and reinforcing) our love for good ol' Peter Parker.THE STORY: Miles Morales (voiced by Shameik Moore) is a high-school kid just trying to figure out his purpose in life - which sharpens somewhat terrifyingly into focus when he's bitten by a radioactive spider and finds himself literally climbing the walls. Suddenly, he's forced to assume the mantle of Spider-Man, battling to save the world from the heartbroken insanity of Wilson Fisk (Liev Schreiber). It's a tall order for a half African-American, half Puerto-Rican kid from Brooklyn but, fortunately, Miles soon discovers that he isn't alone in the universe...THE GOOD: Where to even begin? Into The Spider Verse is a delight in practically every way. First and foremost, it's remarkably refreshing to see a character like Miles - a young man of mixed-race descent - get his own superhero origin story. It helps enormously that the screenplay, credited to Phil Lord and Rodney Rothman, is equal parts sweet, sharp and snarky. Some superhero movies (*cough*DC*cough*) can take themselves too seriously, but Into The Spider Verse skewers Spider-Man's cinematic history with a cheeky charm that's impossible to resist. Miles also leads a cast of enormously appealing characters, including clever twists on fan favourites like Peter Parker (Jake Johnson), Aunt May (Lily Tomlin), Gwen Stacy (Hailee Steinfeld) and Doctor Octopus (REDACTED).THE NOT-SO-GOOD: There's almost too much going on, all the time. Into The Spider Verse is stuffed to the brim with multiple characters, multiple universes and multiple plot-lines - so much so that the emotional weight of Miles' fraught relationships with his dad (Brian Tyree Henry) and uncle (Mahershala Ali), which should tear audiences apart, comes close to getting lost amongst the shift and shuffle of the plot. It's hardly a deal-breaker, though: the narrative beats are all there, ready to be savoured and rediscovered on a rewatch.THE GLORIOUSLY GEEKY: Comic-book fans, rejoice - this one's for you. There's a soul-deep love for Spider-Man lore threaded through every gorgeous frame of this movie. Naturally, it's right there in the plot, as alternate universes collide and truly cult characters tumble into Miles' life. But it's the medium of animation that makes the real difference here. It's why Into The Spider Verse can embrace its comic-book roots in a way that live-action movies can't. In some of the film's most visually arresting sequences, Miles leaps and soars in and out of frame, trailing sound effects and narration in his wake. This living, breathing comic-book effect is the crowning achievement of Sony's animation arm - not only is it fluid and stunning, it's ridiculously inventive, mixing and matching animation styles to further plot and develop character.WATCH OUT FOR: Easter eggs galore! Spider-Man and Marvel aficonados should keep their eyes peeled for references peppered throughout the film. The late Stan Lee's cameo will break and warm your heart in equal measure. Meanwhile, Brian Michael Bendis and Sara Pichelli, who co-created Miles Morales, are name-checked, as are concepts and terms well-known to fans of the comics (Earth-616 and all). Stay through the credits for a series of of wonderful, silly rewards, including a song off Spider-Man's novelty Christmas album and some intriguing scenes that hint at where this new animated franchise might go. (A sequel and spin-offs have already been greenlit! 🙌) ALSO, this film features possibly the best use of Nicolas Cage in a movie since National Treasure!*RECOMMENDED? YES. Into The Spider Verse isn't just the best Spider-Man movie that nobody asked for - it's one of the best Spider-Man movies ever made, period. It's also a top contender for best animated film of the year.*Okay, fine, having Cage voice Superman in this year's Teen Titans Go! To The Movies was genius too - a nod to his life-long goal to play Superman. Maybe Cage should stick to voiceover work... 🤔","
            4/10
            "
"cjs6547","30 March 2019","If you just want to watch this movie because its 8.5 and on IMDB's top 250, then stop right there. You will be baffled. Even if you appreciate the style as a change of pace of some sort, character depth and development is severely lacking, and the dialogue comes from the 8-ball of kid's screen writing.On the other hand, if you're a kid, you'll probably find this very imaginative and fantastic, and it is, for that target audience. Even if you are a hardcore comic book fan, I can see this thrilling you.","
            1/10
            "
"mrpicky","22 February 2019","Have you ever wondered what if the Yes-man was in charge of making movies? spider pig on big screen? Yes! no vision , no ideas, no new plot, just crazy expensive but still a poor fan fiction; Yes... corporate masterminds thought ""we will make spider man black and that alone will sell it"" they were right , and you all giving it above 4 stars are all wrong. It was a pathetic rip-off with zero soul","
            6/10
            "
"Aleta_Nook","8 December 2019","The main character is a little aloof brat! I could not stand 10 minutes of this little brat whining and arguing and ignoring his father! He is so disrespectful. Maybe he gets better and I don't know what the original Miles was like but I don't care to watch anymore. I don't know why everyone finds him so likeable, he's so overrated. I know you two have different worldviews but be like Flint Lockwood and at least be more caring and try to respect your father, Miles.","
            6/10
            "
"joeyford-55342","16 July 2019","It was a 90 minute cartoon on acid, too much in your face and loud and colors. I couldn't complete it and I never walk out of a movie. wouldn't recommend it to anyone over 12 years old.","
            10/10
            "
"piggulu","16 December 2018","Overall, I found the whole thing underwhelming. While the animation and comic book style is excellent, the movie suffers from a monumental case of identity. Excluding the parallel universe concept, it initially presents itself as grounded/realistic. Average kid just wanting to be a kid, etc. But then it heaps on unspectacular one-liners/physical gags reminiscent of old cartoons (Kingpin's design and Peter Porker) I felt like I was watching a Dreamworks animation film, and although I easily classify myself as ""young at heart"" and am always a fan of classic Looney Toons(Tunes?) I didn't find much particularly funny here. Which leads to the question: who is the main audience, young/older adults or primarily kids? It doesn't really play strength to either. Is the movie an ensemble film? Not really, Miles is so much the main focus that the rest of the could've been left out entirely or just appeared at the end and it probably would've made a tighter film. None of them get to personally shine or have a memorable moment. One can argue that's part of the charm of ""Anyone can wear the mask"" but I disagree.Honestly, if it wasn't for the eye strain from the 3D then I most likely would've fell asleep.","
            10/10
            "
