"Usernames","Reviewer_Date","Reviewer_Content","Rating"
"iamanoob0","20 June 2021","I still can't figure out if this movie is a troll on the internet and everyone is pretending to think it's the best animated movie ever or if I'm missing something big. Because I just wasted 2 hours of my life since I was baited into believing that a movie with an 8.6 on IMDB may actually be accurate. I really wanted to enjoy this movie, I practically forced my family to watch it with me saying that it is the highest rated animated movie of all time. My whole family wanted to quit halfway through but I told them that there had to be something at the end that carried this movie, but no, there was nothing. No emotion, no plot twist, just a ""and everyone lived happily ever after"". I can tell from the some hundred of thousands of reviews that hardly anyone will agree with me. The only points I can give this movie is that the animation is somewhat decent and that there were some funny parts, but that is it. I also get that this movie age range is mainly for kids, but even my 7 year old brother hated it. I just don't understand what people get from watching this movie, I just came out wanting to forget everything I just suffered through. I know my review was long but I just needed to get my thoughts out and hope that people see this and may decide to not watch this movie. You can like Spirited Away but I will forever remember this as the worst animated movie I have ever experienced.","
            6/10
            "
"jasminn_tan","30 April 2020","I've heard so many good things about this movie and it exceeded all of my expectations. It was a visually stunning and the story was one that emphasised on identity, love and doing the right thing. By the end of the movie, I was feeling nostalgic for some reason and it made me love the movie even more.","
            2/10
            "
"Elise_Graham","22 September 2003","All I can say about this film is. . . I cannot see why this film is such a masterpiece to some people.  Answer me this.  They take so much time to do detailed back grounds, which are beautiful, but are hidden by the grotesque characters that seem to all look the same to me, no matter what kind of anime.  I found myself being lost in the plot several times, with very poor character development, and apparently hyperactive dubbing.  What I mean by that is, how come everything they say, not matter what it is, comes out all in one rushed, messy breath.  Though, I did find this movie rather a comedy. My brother and I had a few good laughs, especially when Sen runs down the stairs and smacks into the wall.  That was pretty funny, I must say.  The only reason why we went to the movie in the first place was because my brother recieved credit extra credit for his college class for watching it. What a waste of over 2 hours of my life!  I could have been sharpening pencils, or making paper airplanes! Also, I found that there were characters that seemed to play no part at all.  Example:No face.  Ok, so he is the bad guy for about, 5 minutes, but then has no real purpose for being in the movie.  What is with that guy anyway.  Eeesh!  I have nightmares about that one. . . In conclusion, I just want to say, that through out this on going movie, I was ended up multipul times getting lost and confused.  My eyes also started to hurt after watching the choppy animation move across the screen.  I give this movie, on a scale from 1 to 5, 1 being the worst, 5 being the best, I gets a big, fat 1, or maybe a zero.  No, one.  I liked the backgrounds and things that they actually spent time on. . . It is too bad Disney had to take part in this film. . .","
            8/10
            "
"jlms","8 October 2003","Sorry but I don't see the reason of the enthusiasm for this movie. The history line has no head or feet, the escatological scenes get tiresome, the ending is facile and predictable and even hurried. In general it reminds one of the countless drivel that Manga aficionados are so fond of, one more of the apparently unending carbon-copy characters that we have got used to.The movie has a hint of pretentiousness that never really catches on, at the end is more of the same weird idiomatics that every single manga caricature has used to the point of exhaustion: the perfect girl with no fault on her character, the absent parents, the hero that saves her (and that in a convoluted turn of events has saved her before) and the loads of wackos that look mostly repulsive.It is an OK movie for children with strong stomachs (I wonder if their attention could be fixed for this long) but as a cinematographic experience it lacks all the ingredients of a respectable movie.","
            10/10
            "
"IkuharaKunihiko","7 July 2006","Chihiro, a little girl, is sitting in a car driven by her parents. They are moving to a new town, but on their way they enter into a strange town through a tunnel. There mom and dad transform into pigs because they ate the forbidden food and Chihiro has to take a job in the local spa, run by the old lady Yubaba, in order to transform them back. She gets a new name, Sen, and meets a nice boy Haku...------- ""Spirited Away"", Hayao Miyazaki's 8th feature length anime film, is an interesting fantasy parable. It does have poetry ( a magical scene in which Chihiro is falling from the sky, making her tears fall up ) and some analysts claim that the story is actually a symbol of child prostitution or child slavery in Asia, but as a whole the overlong movie doesn't always work perfectly and it seems as if the critics are finding more meanings which they want to find than the ones that are really there. If Miyazaki's earlier films were less ambitious ( with which I strongly disagree - i. e. ""Kiki's delivery service"" was a wonderful tale about growing up ), then his new ones are less fun and coherent. Miyazaki finally won an Oscar for this, but more thanks to his previous reputation than thanks to the good, but somewhat over-hyped anime ""Spirited Away"".Grade: 6/10","
            1/10
            "
"FilmOtaku","9 November 2003","I will admit hesitation in viewing the latest Miyazaki film, simply because of my own close-minded first impression of it.  Historically, I can appreciate the beauty and artistry in all of his films, but I find that I prefer the films that center more on characters (Kiki's Delivery Service, Whispers of the Heart) as opposed to animals and nature (Mononoke Hime, Porco Rosso).  Therefore, after seeing that this film was more fantasy than reality, I was not in a hurry to see it. Unfortunately, this meant that I missed out on having seen a masterpiece for several months.  Spirited Away, the story of a little girl who must somehow escape from a world inhabited by fantastical characters is as much about her own evolution and strength in character as it is about the incredible creatures that surround her in her new environment.  While Spirited Away is a fairy tale, it is also a lesson in accountability, strength and responsibility. 	 Miyazaki is known for creating strong young female characters that are also completely adorable, but Spirited Away contains some of the most interesting co-stars I have seen in recent memory.  A lamp that not only provides a guiding light, but also happens to hop along on one foot, a giant baby and a bird with the head of an elderly lady are just three of the many eccentric characters we experience.  Not only are the characters and story line rich, but the artistry is absolutely beautiful as well.  The colors and character design are flawless and awe-inspiring.  Even I, the cynical and technical viewer found myself saying `Aww' and smiling at the little soot monsters and the `mouse'.  The hype was worth it and the Oscar was well-deserved.  Spirited Away is a beautiful film that really and truly should be experienced, and has the potential of being enjoyed by most, because it has so many layers and imaginative aspects that there will be points of appeal for just about anyone.--Shelly","
            10/10
            "
"grantss","12 April 2015","OK, as a kid's movie. Otherwise, fairly dull. Plot is random, and really amounts to nothing more than Alice in Wonderland with more far-out creatures and less structure and point.Animation is so-so. Has the look and feel of kids TV series I saw in the 70s and 80s.I really don't know what the fuss is all about. If you want a great animated movie, ideal for all ages, watch ""Up"" instead. The Toy Story series (esp #3) would work too.How on earth this got into the IMDb Top 250, and, even more, the top 40, I do not know.","
            7/10
            "
"meriemboulfekhar","22 August 2020","I don't know if the problem is in me or in the movie
This movie is way overrated
I kept waiting for a captive moment but nothing really surprised me
The story is not bad
But that's it... Didn't like it that much","
            7/10
            "
"goatrealm","25 October 2003","a morbid curiosity usually compels me to finish watching movies that are dull and pointless, but PRINCESS MONONOKE's lack of interestingness had me reaching for the 'eject' button halfway thru. after hearing some of the accolades heaped on SPIRITED AWAY, i thought i'd give miyazaki another spin, and, boy, was i sorry.the movie's moral lessons veer toward the obvious--nothing groundbreakingly profound here--and are presented in an overly drawn-out fashion. here's an incomplete listing of SPIRITED AWAY's nice sentiments:a) don't be a glutton. b) care about your friends. c) look after your parents. d) do not value money above human (or inhuman) relationships. e) work hard, despite the drudgery of it all.now, the story is supposed to impart these valuable lessons by putting the protagonist in a dreamworld setting, where other, more twisted lessons are inextricably (and inexplicably) presented. whether intentional or not, the movie also implies:a) one should trust strangers who lounge about, even if they eat people and later regurgitate them. jeffrey dahmer, anyone? b) one should make pacts with evil persons to get what one wants. c) parents are pigs, and children must will be their salvation. d) people who try to do good things for you now might have done good things for you in the past (perhaps even a past life?), so go ahead and trust them--your instincts will guide you.well, so much for the beautifully inspiring movie everyone seems to be gushing about. . . .speaking of beauty, i never found the animation that impressive: the same jerky, low-frame-rate presentation that plagues japanese anime is found here. (i did enjoy, though, the transformation of the witch into her airborne self--that was the movie's funkiest moment.)and the nonsensical array of creatures inhabiting the world of SPIRITED AWAY reminds me of george lucas at his inane worst.i don't think i'll ever have the itch to watch another miyazaki film again; the dullness and vapidity are just excruciating.","
            10/10
            "
"Boba_Fett1138","10 January 2006","What makes this movie so powerful and great are mainly its characters. The characters are well constructed and are mainly the reason why this movie is so unforgettable. Some of the characters are quite odd looking, even by anime standards but they are so wonderfully constructed that they all become believable.The story is just totally brilliant. It's odd but oh so beautiful. The imaginary world gives the movie a totally unique and beautiful look and feeling. It all helps to make ""Sen to Chihiro no kamikakushi"" an unique and unforgettable viewing experience. The beauty in the movie is in its unpredictability. Because its so unique and original, you never know what to expect next and everything comes as a pleasant surprise. My only complaint about the story is its love-story, if there even was meant to be one, wasn't really believable and felt underdeveloped and like a missed opportunity.It all is beautiful animated and with lots of eye for detail and I'm talking about both the characters and the imaginary world. It helps to make you believe in the totally imaginary world and the story.The musical score by Joe Hisaishi is just fantastic and fits the movie very well.This is once more another Hayao Miyazaki masterpiece. Once more he has succeeded in creating a unique, original and totally believable world, story and characters. It's both beautiful and unforgettable.9/10http://bobafett1138.blogspot.com/","
            10/10
            "
"azenyaan","23 September 2021","Many people recommend and give good reviews on this film, but I watched this film normally and did not find the good essence that people usually tell.","
            6/10
            "
"Dark Raven","21 September 2003","Why?  Why do so many people hold this very average film on such a high pedestal?  Being quite a big fan of Anime I'm not new to the genre.  This was a serious head f***.  I will say the production design, use of color and music score were amazing.  However, in terms of plot, story structure, catharsis, plant and pay off...it's all over the place.  I felt the world had no rules to it and therefore lacked any real tension.  I felt the story lacked any logic to it and therefore had no reason behind the motivation for characters.  Why did she do that? What is that supposed to be?  What was that all about? When will this end or start making sense?  With so many positive reviews and awards I'm confused.  Perhaps I just didn't get what others got from it...  All I have to back me up is the crowd of friends with whom I went to see the film with.  And I'm the one who had the most positive words to say about it.","
            10/10
            "
"ccthemovieman-1","25 October 2006","How many people can sit through a 120-minute animated film? That's normally just too long for that genre. However, this one could meet that challenge. It only took me two sittings to make it all the way - that's very good, at least for me!The best part of the film was the color, stunning in parts, beautiful and with great detail. It also had some wild characters and a bit of humor here and there, which helped. Overall, a good mix of good and evil and a different kind of story.Being it's Japanese, you are going to get some different theology than you are accustomed to in the West (""the spirits of the wind and water have healed you,"" etc.) but it's not presented in a heavy-handed manner.I was concerned early on as the young girl - the main character in the film - had a shrill voice that was not pleasant but she calmed down after the first part of the film. Overall, entertaining and worth several looks.","
            10/10
            "
"Lupercali","19 June 2004","About ten minutes into 'Spirited Away' you realise that this movie is going to be totally unlike anything you've ever seen before - even the director's previous movies. Half an hour into the the thing, you feel like you're witnessing some sort of collision between Walt Disney and David Lynch. Put simply, 'Spirited Away' is damn weird - sometimes charmingly weird, sometimes excitingly weird, but sometimes just plain old what the hell is a 'stink spirit', and why does it have a bicycle stuck in its side type weird.
If you think that is supposed to be criticism, think again. 'Spirited Away' is every bit as incredible as the most incredible things written about it would have you believe. It simply transports you to a meticulously realised universe of spirits and mythology; a world utterly brimming over with fantastical sights and characters. The realisation of this whole mise-en-scene is a monumental cinematic achievement. You come out of the movie really feeling like you've just spent two hours in some incredible parallel universe.The attention to detail is staggering, the surprises endless (and I just mean every damn camera shot has something in it that will make your jaw drop to one extent or another), and somehow through this barrage of unheralded ideas the central character comes through rock solid, as do all of the supporting ones.That isn't to say that characterisation is the movie's long suite. Perhaps it's just a cultural thing, but it seems to me that even the best Japanimation doesn't _quite_ have the Disney capacity to make you fall in love with the characters. Or perhaps you could argue that Disney is just overly sentimental. In any event this is really the only very slight fault I could find with 'Spirited Away' - and it is slight, because there are scenes, particularly in the latter part of the film, which will bring a lump to your throat.One quibble: people keep saying how much better the animation is in this film than in Disney (well, Disney aren't even doing hand-drawn animation anymore, but you know what I mean.) I think they mean that the backgrounds and drawings are better. The animation - literally the movement from frame to frame of the characters - is not up to top notch Disney standards. Watch a car drive along the road in the early part of the film: it is conspicuously jerky, unlike the smooth panoramic, sweeping animation of Disney in the past decade. However, except in those very early scenes, it isn't very noticeable, and even if you did notice it, you would be so gobsmacked by the amazing, almost poetic backdrops in so many of the scenes that you'd soon forget about it.I guess I've picked a few holes in 'Spirited Away', haven't I?  That's why I'm only giving it a meagre 9.5 out of 10.0.  It's a masterpiece. See it.","
            5/10
            "
"george.schmidt","7 October 2002","SPIRITED AWAY (2002) **** (ANIMATED/JAPANESE  DUBBED) (Voices: Daveigh Chase, Suzanne Pleshette, Michael Chiklis, Lauren Holly, Susan Egan, Jason Marsden, John Ratzenberger, David Ogden Steirs.  Fantastic animated fantasy by acclaimed Japanese filmmaker Hayao Miyazaki constructs a unique story about a little girl who winds up in an amusement park for the spirit world and must save her parents' fate of being turned into swine all the while encountering odd characters, both benevolent and malevolent.  Awesome set pieces and colorful dreamscapes perpetuate the engrossingly entertaining storyline as it progresses with much humor, dread and sense of utter disbelief at just how magical animation can be.  One of the best of its genre.","
            1/10
            "
"beresfordjd","2 January 2010","I find it hard to believe that anyone rates this film at all. Not one minute of this makes any sense. The animation is not as artistic as the fans of anime would have it. The story is ridiculous and the execution poor in the extreme. Anime is not my favourite form anyway but a good story is a good story especially if it is well executed. This garbage is neither a good story or well executed. It is as though some anime guy has just completed a bad LSD trip and committed it to film. There is no explanation of any happenings in the movie and all sorts of things happen surreal and otherwise and are just left to hang in the air. Pseuds would say that is the ""art"" in it. I say it's just daft and confusing for the viewer. There is little or no emotion in this endeavour either. Girl has parents turned to pigs-why? Maybe it makes more sense in the subtitled version than the dreadfully dubbed version but I doubt it very much. Another thing I hate about anime is the insistence in denying the ""Japanese-ness"" of the characters. They are drawn as westernised as any Pixar or Disney character. The only clue to its ethnic origin is the costume and backgrounds. All the kudos heaped on this tosh is a severe case of The Emperor's New Clothes. Avoid this rubbish , it is time you will never get back.","
            4/10
            "
"zerogirl42","28 December 2006","Fun characters, interesting story, top-notch animation, and excellent music are just some of the highlights.If you enjoy whimsical fantasy, run to rent this film. It's not just for children.It was so nice to see a good, fantasy animation. I actually watched Spirited Away twice in the theater. The first time was with subtitles. I enjoyed it so much, I took some of my friends to see it a second time. This time I saw the English-dubbed version. I sat back and caught much more than the first time. I couldn't believe how much I missed without the dub. I could also get more emotionally involved and feel more connected to the film. The voice-acting was excellent.I just saw Princess Mononoke which got me thinking about Spirited Away. I was told that they were made by the same people. Although they are both good films, I would say Spirited Away is better over all.","
            10/10
            "
"claudio_carvalho","17 September 2012","The spoiled and whiny girl Chihiro and her parents are moving to a small Japanese town in the countryside and Chihiro is missing her old house. Chihiro's father makes a wrong turn and drives through a lonely land road with dead end in a tunnel. Her parents decide to stop the car and explore the area. They cross the tunnel and find an abandoned cultural theme park on the other side with a ghost town.When her parents sees a restaurant with smelling food but no staff, they decide to eat to pay later; however Chihiro refuses to eat and decides to visit the place. She meets the boy Haku that tells her that her parents and she are in danger and they must leave the place. She runs to the restaurant and finds that her parents have turned into pigs. Further, the place is a bathhouse of spirits, monsters, gods and ghosts owned by the witch Yubaba. Now Chihiro counts on Haku to save her parents and return to their world.""Sen to Chihiro no Kamikakushi"" is an entertaining and original Japanese fable with the supernatural and ambiguous journey of a girl named Chihiro to a world of witches, gods and ghosts the same way that Alice meets the Wonderland in Lewis Carroll's tale. Even the villains are lovable and the conclusion is open to the interpretation of the viewer. My vote is seven.Title (Brazil): ""A Viagem de Chihiro"" (""The Travel of Chihiro"")","
            9/10
            "
"masontullis","11 December 2021","First of all I am American and I haven't watched anime in the past. I wanted to see this movie because of its great reviews and resilience over the years. All together it was a very interesting film. I loved the score, the visual effects were stunning. There were scenes where I felt I was watching a Claude Monet painting. Stunning and very very creative. Even the characters developed beautifully. My biggest problem with the film was the randomness of the story. Granted I know nearly nothing about Japanese folk lore. The story was all over the place with random ""side missions"" that some how ended up helping the girl reach her goals. A lot of things that happened seemed to fall into place too perfectly. But we are talking about a film where a girl enters a magical spirit world so maybe it's not that hard to believe. Overall I think it deserves the recognition that it gets. It's fun to watch a movie that isn't made for my type of person that is still enjoyable to experience.","
            6/10
            "
"Nextwiggin","28 March 2006","I have some advice to anyone that hasn't seen this movie or did not like it but is attempting to watch it again: do not look at this movie the same way you look at western movies. This movie is meant to be a fable, and thus is chock full of metaphor. In fact, since it is set in the spirit world, EVERYthing is a metaphor. I don't want to impose my own views as to what those metaphors may mean, but it is important to accept, in a sense, that this movie doesn't have a plot. At least, not in the conventional sense. It would be better viewed as an exploration. Of what, I'll let you decide. Watch the movie, try to figure out what all the characters mean, why some are portrayed in a more favorable light and others not. It is also important to remember that, unlike western art in general, many of this movie's metaphors and messages have more than one meaning. I get the sense from reading the posts of other people, as well as some reviews, that many people have trouble realizing/accepting this. But, in my opinion, it is essential to move past this to truly enjoy and understand the movie and its message. The implication of this is also that it is impossible to fully understand the movie in just one viewing (or two, or many more). Like a painting, we are meant to look at this movie from different perspectives; close up and from far away and in different lights. All this is why I consider Spirited Away my favorite movie, and I hope that my advice will help some people see it in a different light. I don't claim to have all the necessary information to understand this movie, but rather I think I can help some people people who have trouble with this sort of movie and art enjoy it a bit more. So... have fun!","
            7/10
            "
"Danherb","2 June 2005","Seldom have I seen a movie full of such boundless fantasy, incredible beauty and opulent pictures. Miyazaki presents the story of Chihiro who has to rescue her parents from the spell of a witch in fantasy world with such extravagant richness that stuns the spectator.Granted the story about this fantasy world with all kinds of exceptionally weird creatures and situations takes needs getting used to at first. But very soon the spectator is totally engrossed by the magical story and overwhelming pictures.In view of the diversity of bizarre creatures, the filmmaker's creativity seems almost unlimited. The beautiful pictures have a very soothing and at the same time enthusiastic effect onto the spectator.But the brilliance of the movie doesn't only result from the beauty of the pictures, the story itself is very subtle and profound. In short, it is a story about growing-up. Chihiro and her parents are on their way to their new home in the suburbs when they accidentally step into a magical world, where Chihiro's parents are transformed into pigs. From now on, Chihiro has to manage everything by herself. She has to attempt to turn her parents back into humans and is confronted with situations and characters that don't coincidentally seem like metaphors of our world. Now, Chihiro learns how to solve problems herself and how to deal with the characters of the people she meets. At the end, Chihiro has turned into a almost mature person. Although occidental spectator won't be able to understand all symbolisms that are conveyed by the characters, but there's is actually no need of it. The fantastic world and its creatures perfectly work as a scenery for a wonderful coming-of-age story. The wonderful, as customary for composer Joe Hisaishi, music adds even more magical beauty to the scenery.","
            1/10
            "
"Leofwine_draca","4 April 2013","SPIRITED AWAY is a well-regarded Studio Ghibli animation about a young girl's adventures in a fantastic netherworld filled with all manner of strange and terrifying creations. While it packs more imagination into one movie than ten Disney cartoons, it feels a little aimless and meandering, in search of a decent storyline to go along with the madcap creations.In terms of visual spectacle, at times this is as good as it gets for an anime: every scene features all kind of kooky, uniquely-crafted monsters and creatures. My favourite has to be the three bouncing heads. Unfortunately, the protagonist - a sullen little girl - turns out to be rather irritating and her journey to greater understanding is slow and over obvious.I'm inclined to like these Ghibli movies, but SPIRITED AWAY is no classic; it starts well and tails off, with a stodgy middle and better ending. So far, my favourites are those that take place in the 'real' world - like GRAVE OF THE FIREFLIES and PONYO - rather than those that exist in a fantasy landscape, like this and the overrated PRINCESS MONONOKE.","
            7/10
            "
"Spleen","29 April 2003","I was surprised when ""Sprited Away"" turned out to be every bit as wonderful as everyone said it was  one of the world's rare ""worth queueing for"" films  because ""Princess Mononoke"" decidedly wasn't. Yet behold! And my partner, who's somewhat harsher than me in referring to Miyazaki's previous film as ""Princess Monotony"", was as enchanted as I was.I don't know how Miyazaki did it, exactly. He's created an altogether fresh fantasy world that doesn't come across merely as an all-too-laboured attempt to create an altogether fresh fantasy world. Describe it in words, and it sounds self-consciously quirky enough to put anyone off: it's a bath house for the spirits on the site of what appears to be a disused amusement park, presided over by an eccentric, mean-spirited old wizardess who's mother to a brat of an infant ten times larger than herself, the fires of which (the bath house, I mean) are stoked by a many-armed spider of a man who animates the soot particles to work for him ... and so on. It sounds like too much, too forced; but it unfolds on the screen naturally and magically, as though the world had simply been lying there, waiting to be discovered. And we discover it in exactly the right way (Miyazaki is a master story-teller, although I'd never thought so until now), through exactly the right protagonist: a girl who grows believably from a timid and clumsy outsider entirely reliant on the help and goodwill of others, to a confident (but still, no doubt, frightened) insider, able to help others in turn.Since this seems to be an issue, I should say that it was the dubbed version I saw. But I don't see why this should be an issue. I think that all the anime fans, in whose eyes Disney can do nothing right, who moan incessantly about how awful the dubbed version is, are having us all on. Don't get me wrong: I loathe dubbing. I think that, in general, subtitles are much to be preferred. But I also know that none of the arguments against dubbing, good though they are in general, happen to apply here. Dubbing is bad because it prevents the actors from really acting, from projecting their own words with their own bodies and vocal chords; but this can't happen in a cartoon in any case. Dubbing is bad because the match of mouth movements to words is never quite good enough; but this isn't live action, and it isn't even a Disney-style cartoon, with every sibilant, every quiver of the lip, lovingly captured by the animators in 24-drawings-per-second detail: Japanese animation is not and was never meant to be detailed in that kind of way, and I'll wager that the English soundtrack matches the lip movements about as well as the Japanese soundtrack ever did. Dubbing is sometimes bad because it's possible to dub something into a language that just doesn't fit, which MIGHT have happened here had it been an important part of the story that it take place in, say, Tokyo; but in fact it's set in an uncertainly located, almost surreal fantasy bath house; under the circumstances it doesn't matter in the least what language everyone is speaking. In short: just this once, you can go with the dubbed version (which, I might add, has been dubbed with both love and skill), and you needn't feel embarrassed about doing so.","
            10/10
            "
"benoitlelievre","10 May 2005","Remniscient of his fellow Japanese animator Satoshi Kon, Hayao Miyazaki offers us a good bath of Japanese folklore, suited in a well edited, fast paced, americanized form of animation. Miyazaki is more than a director, he's a writer. He's that kind of director that never leaves any kind of detail behind in quest to make a movie look over the top. This one was magnificent. Despite being billed as a child movie, well it ain't one, it's one of the most colorful audacious and creative anime ever made.The setting of the plot, from the start, makes room for creativity. Trapped in a spirit world, Chihiro has to grow as a person to fight the dangers on her way back to normality and back to her parents. In an avalanche of obstacles that rivals any literary epic, Chihiro grows a willpower that will go beyond of what she every imagined. Spirited Away is the epitome of true cinema. It exploits the possibilities and the variables that cinema has to offer. Every choice Miyazaki makes for his movie is the good one. Truly astonishing.So make the good choice too, buy this movie.","
            2/10
            "
"MickeyTheConstant","20 March 2019","I was expecting to be wowed by this movie but found it really disappointing. Please do not think I am ignorant in terms of film. I enjoy animation and watch plenty of subtitled film. The animation itself was superb, so crisp and bright, nostalgic in many ways. The score really complimented it also. I just did not really enjoy the story. It seemed to be very jumbled and trying to get too many themes and messages across. Greed, coming of age, friendship, even environmental harm. It was just too much. I found nearly all the characters somewhat annoying apart from Haku. The young girl who was the main hero grated on me after a while. The spirit world also was confusing. It was hard to figure out who was good and bad at times and I pondered whether all the spirits were actually being held prisoner. I also thought the ending was a bit lame. Without giving away too much they introduced a character towards the end and it somehow felt only to bring the movie to a conclusion and help the young girl. I would have liked to have seen a bit more of what happened after. A strange movie in many ways and I am baffled as to why I did not enjoy it and so many people rave about it and it lays claim to being one of the greatest movies of all time. Maybe I have missed something, I really don't know.","
            10/10
            "
"adamjohns-42575","2 June 2020","I may have to send my scratch off 100 Movies to See Poster back, because there are some really bad choices on there, including and especially this film!I don't know what drugs you have to take to enjoy this film, or to write or produce it, but I don't take those kind of pills. It's just so far out there, that it's impossible to reach. Over exaggerated faces that always seem to be angry (lots of unusual frowning) and a weird story that may be better explained in smaller instalments that show how the situation came to be, as I don't know half of what was going on. Why was there a giant baby? What was the difference between each of the spirits? Why was Lynn allowed to work there without being turned in to a frog?The main character is a whiney, screeching child in a very strange scenario. A bath house for spirits run by a tyrannical witch. Tell me that's a sane thing to write about?The one thing I did appreciate was the background drawings, they were very nicely done, but Anime is just not my thing.","
            8/10
            "
"Phil_H","16 April 2003","I just saw `Spirited Away' (Sen to Chihiro no kamikakushi), and have to tell you that this is no `Akira.' Although the animation is crisp, clear, and flawless for what it does it breaks no new ground and doesn't deliver what I would consider an Oscar-worthy performance. The plot, if one can call it that, is thin; amounting to very little. This is Japanese `Alice in Wonderland' on hallucinogens.I'm completely at odds with all the rave reviews: this doesn't deserve any of it. I suggest everyone take a deep breath, and step back from being an otaku for just one second and rethink their viewpoints. For the uninitiated, this is pure fantasy gibberish. I have no choice but to give this movie sub-par ratings because of the plot-which is practically nil. I gave it the rating I did only because it is wonderfully colored and next to Akira is as flawless as anime will ever get; but at the same time its non-existent plot breaks the whole thing apart, and what you're left with is  well  nothing. It's all style and no substance.I give this a `4' only because it shows how good Japanese anime can look. Pity it was hobbled by not having a story worth sitting through.","
            9/10
            "
"Doylenf","2 July 2003","I watched the English language version of this nightmarish film and I can't understand the lavish praise bestowed on this Japanese animated fantasy. Its colors have a muted, washed-out look as it tells at great length the murky story of a little girl (with a screechingly high-pitched voice that gets on the nerves) who gets separated from her parents and enters the dark world of an abandoned amusement park. None of it makes any sense--at least not to American minds--so there must be something either lost in the translation or lost in the vast differences between American and Japanese culture. If this is a picture kids can relate to, I can only suppose that more kids than I thought are living in a nightmarish world ruled by adults.The story goes on for two hours without presenting anything except turning the girl's world into a nightmare of dead spirits and mean-spirited elders against which she is supposed to eventually be reunited with parents who have been turned into pigs. It's all so weirdly incomprehensible to adults and let me say firmly that there is no enchantment here. Perhaps you have to have the imagination of a ten-year old to see what's fun about this strange and fearsome world. Instead of entertaining us in the manner Lewis Carroll did with ALICE IN WONDERLAND and his cast of weird characters, it is much too dark and intense to be called anything but a Japanese nightmare of epic proportions with elements of other famous fairy-tales working their way through the tale.The dubbing for the English version should have used a different voice than the grating one used for the little girl. Definitely not a charmer.","
            8/10
            "
"soanim8ed","29 August 2002","Spirited Away is the latest in a string of incredible animated films by Hayao Miyazaki, the most renowned animator in Japanese history and most say in the best in world.  He takes a couple steps close to the best in the world title with this film. It's the story of Chihiro as she is caught in a world where humans are not allowed: a world of magic, gods and a Japanese bathhouse.  As we meet Chihiro we realize that she is a bit spoiled and has never done anything for herself.  As her adventures progress, she matures in ways that she doesn't even realize.  This is a journey of self-discovery and a study in forced independence.  Many have compared it to Alice In Wonderland, but where Alice, I thought, was a two-dimensional character going from adventure to adventure, Chihiro is well rounded.  She figures out how to be adaptable to an ever-changing world and discovers how to solve her problems instead of running away from them.  She is a `real' girl shoved into a world of Japanese mythology where she is ignorant of the rules.And her problem solving is the best part of the film and the reason I liked this one better then Princess Mononoke.  Chihiro uses her kindness, courage and courtesy as her weapons.  Even when violence erupts all around her, she relies on her wit and intelligence instead of magic, swords or arrows. These are lessons that children should be exposed to instead of explosions and gore that make up a lot of cinema. If I had kids, you bet I'd be taking them to see this one.But don't get me wrong; this film is able to thrill adults, too.  It is so full of imagination the film seems barely able to contain itself.  While it is not as lush as Mononoke (it may have been the print I saw), Spirited Away is gorgeously animated and the dubbing work is almost perfectly synched.  In fact, after Chihiro is whisked away I didn't even notice anything out of place.There were; however, about three scenes that I remember thinking that the score seemed out of place and became distracting, but that's my only complaint.  I can easily see why this is Japan's biggest moneymaking film of all time.  It's a story well told with visuals beautiful to behold.  It's simply timeless.","
            10/10
            "
"anselmdaniel","5 April 2022","This review contains spoilers.Spirited Away is an animated movie made by Studio Ghibli. The movie is about a young girl that finds herself transported to a magical land after her parents have been turned into pigs. The girl must learn about this new world to find a way to rescue her parents.Spirited Away's animation is the best aspect of this movie. The animation in this movie has a magical quality to it that aids in its magical theme and tone. This animation has a style that lends itself well to the strangeness on display. As a western audience member, the movie incorporated many aspects of Japanese myth and culture. Spirited Away had direction that utilized the confusion and curiosity of the main character. This movie continues this tone as the movie continues. As the main character learns more and stands for herself, the movie's tone changes as well.The English dub was excellent. This movie featured good performances all around with unexpected character performances. I cannot say for the Japanese voices, but the English voices capture the overall tone of the movie.The story of Spirited Away is easy to follow but there are deeper themes. Much like the animation, the story interweaves Japanese myths and culture. Some of this is lost on the Western audience however any audience member lucky enough to understand Japanese culture will have a complete experience. This is a movie that had a lot of elements in the background.I highly recommend ""Spirited Away"".Grade: A.","
            10/10
            "
