"Usernames","Reviewer_Date","Reviewer_Content","Rating"
"Flagrant-Baronessa","18 July 2006","Finding Nemo can be seen as the bridge between Pixar Studios and Walt Disney Studios. It is the result of filmmakers and crew meeting halfway on this bridge and including aspects from both production companies and making it work. Finding Nemo brings some of the adult humour of Pixar (as seen in Ice Age, Monsters inc, etc) and combines it with the morals and lessons that Disney wants to teach (as seen inuh.. every Disney film).While it would be more than OK with me to simply omit the latter in animated features to leave room for comedy and nice visuals, I see at least some faint need for moral statements as films like this primarily cater to children. These kinds of morals and values lessons are thankfully kept to a minimum in Finding Nemo - but they are present and they do drag the film down on occasion.Finding Nemo tells the story of a widowed clownfish named Marlin who frequently goes overboard trying to protect his only living son, Nemo, from the dangers and non-dangers of the ocean world. One day, Nemo is captured by a scuba diver and Marlin, devastated, is left to face his own fears to go and find Nemo.Finding Nemo is an ocean ride with superb animations of sharks, jellyfish, whales, gulls, pelicans, lobsters, and humans. The film parodies human behavior by creating an ocean world that greatly reflects our own (crayfish mowing their lawns, sting-rays as teachers). At the same time it brings some of nature in. I loved the sea gulls more than anything because they are seen in such great contrast to Marlin who is so human; he is complex, thinking and refined. The gulls are simply ""rat with wings"" in this film and are portrayed as such. Totally brainless creatures but providers of the greatest comedy in Finding Nemo. So it is not only Disney and Pixar meeting halfway, but nature and human behavior meeting halfway too.This is probably the closest (aside from maybe The Emperor's New Groove) Disney has come to making an adult-humoured animated film - and they needed Pixar to do it. 7/10","
            10/10
            "
"rajatdahiyax","30 September 2014","In this stunning underwater adventure, with memorable characters, humor and heartfelt emotion, Finding Nemo follows the comedic and momentous journey of an overly protective clownfish named Marlin (voice by Albert Brooks) and his son Nemo (voice by Alexander Gould) -- who become separated in the Great Barrier Reef when Nemo is unexpectedly taken far from his ocean home and dumped into a fish tank in a dentist's office. Buoyed by the companionship of Dory (voice by Ellen DeGeneres), a friendly-but-forgetful Pacific regal blue tang, Marlin embarks on a dangerous trek and finds himself the unlikely hero of an epic effort to rescue his son -- who hatches a few daring plans of his own to return safely home.","
            10/10
            "
"JWick23","19 March 2021","An enchanting experience. Kids probably will really enjoy it but for teens and adults I dunno it might be a mixed bag, It was good that I saw the movie and I enjoyed it but FOR ME it was nothing too crazy or special. And the first time I saw this film was when I was 6-7 so I ain't biased or anything it's more of a nostalgia feeling for me.Solid story filled with character exposition and adventure and had a lot of positive messages to it. There were a ton of characters actually most of them being side characters but somehow they manage to make them interesting and unique. The dynamic between father and son, Dory the short term memory fish, and the short screentime for the turtules were hilarious. The visuals were great considering the time it came out in. The animal's design, the habitats, etc. The music really matched with the movie and had great voice acting.Overall an enjoyable film.Memorable: So so (Nostalgia) Rewatchable: Maybe..","
            8/10
            "
"KineticSeoul","8 December 2012","I remember the first time I saw this Pixar movie when it first came out when I was in elementary school. I thought it was alright back then but nothing special. And didn't have the impact on me during my childhood like the movie ""Lion King"" or the first ""Toy Story"" did. Didn't think it was a bad film back then but wasn't enthusiastic about it to the point I wanted to see it a second time. Now seeing it again as an adult in 3D my opinions about this movie is still about the same but I appreciate it a bit more. So the story is about a Clown fish that loses his only son and he goes across the ocean with a friend fish named Dory played by Ellen DeGeneres. Who did a amazing job with her role, in fact her character stood out the most in the whole movie. And through the journey it shows what Nemo is going through after being captured by the humans but mostly shows Nemo's dad's journey with clever fish scenarios thrown in different areas. And the clever scenarios mixed in with different fishes is what drives this movie. Overall it was a alright movie and you can tell quite a bit of effort has been thrown into this animated flick. But it didn't really have that impact to make it all that memorable.6.9/10","
            9/10
            "
"projectsgamer","22 March 2021","This is still one of the best animations til this day. Finding Nemo is arguably a masterpiece of animation The only thing I don't really like how coral died because she could have got lost","
            8/10
            "
"jordyntsmith","17 November 2022","An overprotective father attempts to find his kidnapped son, all the while learning about what it means to have a real relationship built on trust and mutual understanding.This movie feels perfect still today. No line or moment feels wasted. The film is perfectly entertaining. Every character feels real, fleshed out, and developed. For a movie about talking fish, it is surprising grounded in real human experiences and emotions.I would be hard pressed to find someone who would actively dislike this movie. It is a film that captures the complexities, joys, and sorrows of being human in a way that speaks to adults and children.","
            8/10
            "
"seruanyre","23 January 2023","""Finding Nemo"" is a heartwarming and visually stunning film that tells the story of a timid clownfish named Nemo who gets captured by a diver and taken to an aquarium in a dentist's office. Along with the help of a forgetful fish named Dory and a host of other sea creatures, Nemo's father, Marlin, sets out on a journey to find and rescue his son.One of the strongest aspects of ""Finding Nemo"" is its animation. The film's use of color and detail brings the ocean to life in a way that is both beautiful and believable. The characters are also incredibly well-developed and likable, with Nemo's struggles to find his courage and Marlin's overprotective nature leading to both comedic and emotional moments.The film's themes of family, friendship, and determination are expertly woven into the story, making ""Finding Nemo"" not only a visually stunning film, but also a poignant and relatable one. It's a film that can be enjoyed by both children and adults alike, and is a must-watch for anyone who loves a good adventure story.""Finding Nemo"" is a classic that will be enjoyed by all ages, with a story that will make you laugh, cry and leave you feeling inspired.","
            10/10
            "
"Aly200","13 February 2017","Pixar has been on a consistent roll of success since their first animated feature ""Toy Story"". With their beloved oceanic tale of a clown-fish father looking for his kidnapped son, Pixar struck gold with their audiences all over the globe. The animation juggernaut is well known for creating relatable characters and the fishy residents of Sydney, Australia, and the Great Barrier Reef are no different. Many parents can relate to the worrisome nature of clown-fish Marlin, a father who has grown far too overprotective of his son (the titular Nemo) after a tragedy takes away his family except for his lone son, and children can relate to Nemo wanting to rebel and care for himself, but is stifled by Marlin's constant hovering, as well as Nemo's fear when he first arrives in the tank at the dentist's office. And then there can those of us who are forgetful can see ourselves in the lovably space-case Dory, but Dory also is loyal, cheerful and kindhearted despite her lapses in memory.The voice casting in the film is pitch perfect. Forming the film's familial bond are comedic-dramatic actor Albert Brooks as the high-strung Marlin, hilariously overzealous while maintaining a serious tone in appropriate scenes, and young actor Alexander Gould brings a wonderful naivety yet youthful boldness to Nemo, maturing well through the film as he goes from an impulsive child to a smarter and brave kid who will pull his weight. The film's first set of comedic relief is the hilariously diverse tank gang who reside in an Austrailian dentist's fish tank where Nemo ends up and needs to escape from. With memorable characters like the bubble-obsessed yellow tang Bubbles (voiced by 'NewRadio' alumni Stephen Root), French cleaner shrimp Jacques (voiced with a spot-on faux accent by the late Joe Ranft), the motherly and tank gang watchdog starfish Peach (voice of Allison Janney of 'Juno' and the sitcom 'Mom' fame), kindhearted and prone to random bloating flair-ups blow-fish Bloat (voiced by Brad Garrett), neurotic royal gamma Gurgle (voiced to perfection by Austin Pendleton) and the ditzy but sweet Deb (voived by another 'NewsRadio' alumni Vicki Lewis) who thinks her reflection in the tank's glass is her twin sister. Leading the ragtag group that Nemo finds himself surrounded by is the grizzled and father figure-like butterfly fish Gill (voiced perfectly by Willem Dafoe, whose iconic low vocal tones are utilized to perfection), the tank leader who is more than determined to escape the confines of the office and glass prison. However the film's scene-stealing, or should it be said movie-stealing, character is the lovably forgetful Dory voiced to comedic brilliance by talk show host and comedienne Ellen DeGeneres. Dory is initially a massive pain in the neck for Marlin as her memory lapses test the clown-fish's patience, but her devoted and helpful nature soon grow on the stingy Marlin. The film's comic relief from the drama of the situation that Marlin finds himself in, Dory is always an optimist who sees the bright side of a problem. Her funniest moment would arguably be Dory's whale-talking after she and Marlin have disembarked the sea turtle driven EAC (East Australian Current). DeGeneres goes hilariously over the top as she makes various oddball sounds that sometimes sound like whale intonations but other times are just random guttural or bizarre shouts that will split sides and force tears of laughter.Lush animations based on actual sketches of the Great Barrier Reef and its oceanic specimens as well the surrounding Sydney neighborhood are breathtaking and put us right in the environments the characters live in. A wonderful family film that will make you laugh, cry and hug your relatives even tighter.","
            2/10
            "
"illbebackreviews","19 October 2012","""Finding Nemo"" is one of the greatest animation films ever made, and is a movie that every kid has watched. Finding Nemo in my opinion is definitely one of the best animation-comedy films ever made. Since then, there have been several films which try to copy Finding Nemo, such as Taken. One of the greatest aspects of this film is the voice acting and the plot. Unlike so many other stories of this type, this plot keeps on extending. The comedy of this film is beyond explainable. There are so many awesome characters in this film and the voice acting is just hilarious. I loved the sharks and many other characters, most notably Dori. Overall, this film is extremely funny.","
            10/10
            "
"Modjo4u","22 August 2005","I loved this film, loved everything about it, it's colourful and entertaining and funny and sad and everything else you could wish for in an animated film. I myself am a collector of banned films, video nasties, so bad they're good films, gore-a-plenty etc etc, but I have watched Finding Nemo more than any other film I own. And I can TOTALLY relate to Dory :oDI loved this film, loved everything about it, it's colourful and entertaining and funny and sad and everything else you could wish for in an animated film. I myself am a collector of banned films, video nasties, so bad they're good films, gore-a-plenty etc etc, but I have watched Finding Nemo more than any other film I own. And I can TOTALLY relate to Dory :oD","
            10/10
            "
"sandnair87","31 March 2015","Pixar's animation wonder Finding Nemo, is a shimmery, velvety undersea coming-of-age story which is aglow with translucent sea flora and gleaming, iridescent creatures. Australia's Great Barrier Reef provides a stunning starting point for this aquatic parable. Nemo (Alexander Gould) is a spunky little clown-fish with a slight disability - a foreshortened front fin. Nemo's single father, Marlin (Albert Brooks) is a dry, wry clown-fish with an excess of anxiety (He is also a clown who can't tell a joke, though he keeps trying to do so quite hilariously). Despite Marlin's suffocating attention, his small fry is scooped up by a scuba diving dentist and gets separated from his father. Determined not to lose his son, Marlin begins a long, arduous albeit seemingly hopeless rescue mission across the sea and soon bumps into an overly exuberant, sweetly scatterbrained regal blue tang named Dory (Ellen DeGeneres). They search for Nemo together in the face of stinging jellyfish, exploding mines, noxious sharks and other irritable flounders. In the meantime, Nemo makes some very good friends in the dentist's aquarium, including a tiger fish (Willem Dafoe) who helps him plan an escape. From then on, it's a relentless journey of visual excitement and wonder, as the distraught father sets off to rescue his offspring and Nemo finds ways to escape from the aquarium. As is mandatory for a family film, there are plenty of life lessons for kids to learn, but they come sugar-coated with humor and fun. Meanwhile, a more adult undercurrent offers grown-up laughs, and there's even some old-fashioned tear-jerking to complete the emotional roller-coaster ride.Andrew Stanton plays the viewer like a fiddle, and it's a privilege to be played. Its animation is truly stunning, awash (pun intended) in a dazzling array of colors and creating the impression of a living, breathing sea. Every moment is magnificently orchestrated to tease a response from us - anything from awe to aw-shucks. Yes, it's a visual feast, but more importantly it's an epic journey filled with adventure and discovery that encompasses the grandest sweep of the ocean's vastness and the tiniest longing of the heart. While preserving the characters' intrinsic ""fishy-ness"", the silver- tongued voice cast offers great supplementary texture to a marvelous sensory experience. While Brooks is amusing as the ever fretful Marlin, it is DeGeneres who gives a bravura comic performance as the guileless but whacked-out Dory. Ceaselessly forgetful, her endearing Dory makes a difficult traveling companion but a scintillating friend – Dory is a complete hoot.Instead of rising to a challenge, Finding Nemo plunges into it and comes up a winner. All in all, a buoyant adventure that manages to evoke the quicksilver trait of the ocean without necessarily feeling 'wet'!","
            8/10
            "
"98nurdinm-1","4 March 2005","""Finding Nemo"" is, quite simply, one of the most beautiful films you are ever likely to see. Next time you watch it, try this for an idea. Press your mute button and watch it without sound for a while, particularly the scene where Mr.Ray (Bob Peterson) takes all the little fish, including Nemo (Alexander Gould), through the coral reef towards the infamous drop off. It's still as enjoyable!The film starts off quite darkly, which is odd considering the nature of the rest of the film - quite light-hearted. It is, however, an essential part of the story, explaining how the fear of Marlin (Albert Brooks) towards the ocean came about, and also as a result the over-protectiveness he has over his son, Nemo.The storyline itself is pretty simple: Nemo gets captured by a scuba-diving dentist, Marlin swims off to rescue him. What helps the story is the many different and fantastic characters that he meets along the way to ""P Sherman, 42 Wallabe Way, Sydney"". This is of course where he meets the fantastic Dory (played here brilliantly by Ellen DeGeneres). Dory is quite possibly one of the funniest characters in a Pixar movie EVER. Her short-term memory loss is an inspired comedic characteristic that results in some great lines. For example:""It (the memory problem) runs in my family. At least I think it does. Hmm. Where are they? Can I help you?""There are other good characters in this story, though. there are the three friendly sharks, whose motto is ""Fish are friends, not food"". This proves to be their undoing, particularly Bruce's (Barry Humphries - you know, Dame Edna Everage?), resulting in a good chase sequence through a sunken submarine and mine field. We have the school of fish who enjoy making exciting 3d moving pictures (voiced singularly by John Ratzenberger, Pixar's lucky mascot). And of course you cannot forget the ""Righteous! Righteous!"" sea turtles.Nemo meets interesting characters in the dentist's aquarium as well, including Gill (Willhelm Daefoe), who is constantly trying to get back into the ocean from whence he came. The rest are all pretty much bonkers - a cleanliness obsessed fish, a smelly blowfish, and a schizophrenic fish whose ""sister"", Flo, appears every time she looks through the glass of the aquarium.Finally we have the non-swimming characters. The dentist is probably responsible for the scene where more people became scared of them then Laurence Olivier's performance in ""Marathon Man"". His removal of the tooth of the ""Prime Minister"" is a great line that doesn't register first time around. This is probably because Nigel (Geforry Rush) has just crashed into the window. Very funny, and also a rather interestingly detailed knowledge of dentistry. Finally there is the movie's token ""villain"" of sorts - Darla, the dentist's niece, and now famous for been associated with the ""Psycho"" theme for young people.The movie is enjoyable every time you watch it. Throughout it we see the change in attitude towards the ocean in Marlin's behaviour and dialog, and Dory is always there beside him to provide yet another witty comment. (My girlfriend particularly likes the one about men asking for directions). It is also interesting to note that the final opponent to the success of this magnificent quest is humans themselves - in this case, fishermen. Just as in ""Bambi"" with the hunter and his mother - sniff - we are portrayed as heartless predators who are tampering with the beauty of nature. The fact that there is no dialogue or anything at all characteristic about the two fishermen makes the anonymity of them even more sinister. Overall, a brilliant movie. Watch it. Watch it again. It rocks! And remember, ""just keep swimming, just keep swimming, just keep swimming, swimming, swimming, swimming...""9/10","
            9/10
            "
"gillmurphydogg","10 February 2023","Finding Nemo is a light-hearted cartoon that any audience would appreciate. The film tells of a fish (Nemo) who is abducted from the Great Barrier Reef and the quest of a bunch of fish to find Nemo.There's some humour elements that are relatable to both kids and adults. I've watched this film several times. I am also an avid snorkeler and can't help but find myself looking for some of the characters in the water.It's a beautifully crafted film with some expert voice acting, great visuals for its time and a musical score that I still listen to periodically. Please watch this if you haven't already!","
            9/10
            "
"peterw1210","14 May 2021","Watched this movie today, it's still the great movie I remember watching years ago.The beginning does a great job setting up what Marty has to face raising Nemo on his own and vowing he won't let anything happen to Nemo after losing his wife and future family.I didn't enjoy the moonfish and found the whale sequence un-needed, but overall those were my only dislikes.Overall, great movie but it wasn't perfect 8/10.","
            8/10
            "
"C22Man","26 January 2016","Upon its release Finding Nemo solidified Pixar's position as the masters of animation. Just like they did with Toy Story, they'd crafted another fine film that was packed with everything for children and adults alike. On a technical level it is a masterclass, but it also provided a flowing story and a wide variety of characters that it was easy to get invested in. The story concerns overprotective clown fish Marlin whose son Nemo is taken by divers and he then purses them across the ocean. Along the way he meets a fish with short-term memory loss named Dory, sharks who have quit eating fish and a party of sea turtles. The film is effectively Marlin's journey and the colourful characters he meets who help him on his way, whilst Nemo tries to escape from the dentist fish-tank that he's ended up in. The story is straight-forward, but it is packed with so much emotion and excitement that it works to its advantage.The plot works like a road trip movie, we continually come across some colourful characters and we move on, except that there is a goal to achieve at the end of it all. What really makes the story work is that it addresses the connection between a father and son as well as knowing when it's time to let your son have his own adventures. This helps give the film a strong emotional centre not just for the turmoil that Marlin and Nemo have been put through, but also for Dory who simply wants someone to stand by her. Working with the plot is the animation which is truly superb, some of Pixar's most impressive. The ocean can look both overwhelmingly beautiful and incredibly dangerous, while they really capture the vastness of the deep seas pretty perfectly. The colour scheme is also wonderful, everything from the bright character designs to the coral reef simply leaps off the screen in a wash of beauty. With that said, it's the characters that truly make the film shine. Marlin is a typically anxious and neurotic father, but he's never a stick in the mud. He always appears to be very genuine and the journey he's willing to undertake for his son makes him so likable. Dory (a brilliant Ellen DeGeneres) makes a fantastic companion. You'd think her memory loss would get annoying but it's kept fresh thanks to her bright sense of humour and her almost childlike wonder at the world which is surprisingly endearing. Nemo is a pleasant innocent and his enthusiasm is charming, whilst the tank gang are all very enjoyable especially the mysterious Gill. I also enjoyed the tanks pelican friend Nigel and the three sharks that come together like an AA meeting to discuss giving up fish. Virtually all of these characters are different and memorable, having interesting designs and distinctive personalities.Another big positive is the score by Thomas Newman. It is simply lovely. It manages to convey the wide-eyed wonder of the underwater world beautifully thanks to the gorgeous melodies and soothing compositions. There's a real sense of adventure to it that brings you into the ocean world even more and it manages to heighten the excitement at times perfectly. The film also has many memorable lines and inspired comedic pieces. Many of these were so successful that they are now widely known in pop culture, whether it the seagulls constantly repeating ''Mine!'' or the tanks outrageous escape plan. To be fair to it, the film has very few weaknesses. The lack of an over-arching villain isn't an issue because of the type of film it is and both stories are given the perfect amount of screen time.It's fair to say that Finding Nemo is up there with Pixar's best films. It excels in pretty much every area that matters because it does what Pixar does best, which is craft a gripping adventure that is packed with plenty of comedy and emotion. This is a story that is very easy to be engaged in and the massive amount of characters all manage to get enough development. So when the two key areas are as strong as they are here then the film is already on the right road. Adding to that, the animation is some of Pixar's most expressive, the score is wonderful and the film is simply very memorable. There is just something so gripping and rather timeless about the films approach that makes it such a success.","
            9/10
            "
"gws-2","18 January 2004","`Finding Nemo' is one of the best, perhaps THE best, animated films ever made  in a class with the Disney masterpieces, `Snow White and the Seven Dwarfs,' `Pinocchio,' and `Bambi.'  It is gorgeous to look at, exciting, funny  often very funny  and moving. `Finding Nemo' is a great film, 10 out of 10.","
            10/10
            "
"mcfly-31","21 March 2004","Hmm, let's start with the death of a mother fish, an overprotective, wimpy father fish, jr. fish who says ""I hate you"", then have jr. kidnapped.  And all in the first five minutes!  Throw in big, scary fish and tons of melodramatic search and rescue action, and you've got...a ""kids"" movie?? They don't know any better, so this becomes their only alternative at the theater, which in turn makes it three hundred million dollars.  Usually these family films pack jokes for the older crowd that only they'd understand to keep them awake, along with the kiddie stuff.  Not here.  No fun of ""Toy Story"", with characters and imaginitive action passages to keep you engrossed.  Here we're saddled with a dull hero (voice of Brooks), a quickly annoying ""dumb funny"" fish (voice of DeGeneres) and a slew of not even recognizable celebrity voices who you'd be hard pressed to guess who it is.  The only, only, plus is the always reliable Pixar imagery, colorful and striking.  Otherwise, run.  ""Nemo!  Nemo!  Nemo!""  Shuddup and get me outta here!","
            10/10
            "
"udeaasykle","24 January 2004","This is a great movie, and i don't see how anyone can say differently. Pixar has once again made magic using cg. I swear sometimes it is hard to see the difference between computer animations and real film. I find that especially the ocean is masterfully done. If you haven't already seen this movie, go see it now!","
            10/10
            "
"fearfulofspiders","12 September 2008","For nearly a decade, The Lion King ruled as the highest-grossing animated film of all time, and deservingly so. Right next to it in greatness and achievement is Finding Nemo, a beautiful and engaging story about the love and devotion a father has for his son.The acting is all great here, and no one is showing less than 110%. The comedy is fantastic, and is vastly superior to Pixar's previous and most recent productions. Some of the gags remain today, as moments of the movie continuously pop-up in daily conversations. The colors used are just spectacular. The opening shots of the coral reefs, to the forest of jellies, not one scene is bland.The story is cute, funny, and very enthralling. There's moments of pure terror that might be too much for a younger viewer, such as the Barracuda, the Angler Fish, and when everyone is scooped up in the fishing net. However terrifying that situation is, the dramatic tension and suspense is what keeps it grounded, and sends fear into the most hardened adult.Thomas Newman's score is very well done, and probably one of the best of 2003 -- right under The Return of the King.Overall, there is not one flaw in this film that I could point out that would alter my judgment. Everything is so fine-tuned and beautifully presented, it is Disney's greatest achievement in years, and I highly recommend it to any family.","
            9/10
            "
"motrous","27 April 2021","I think this movie probably set the tone for Pixar more than Toy Story did. Not my favorite, but it's a classic.","
            8/10
            "
"Dingataca","12 October 2007","Finding Nemo, Pixar's best yet. Stunning visuals, a great star cast to voice it, an original and heartwarming story, and amazing humour. What more could you want!? Every character plays an important part in Finding Nemo, as opposed to movies that focus on the protagonists. The star cast that voiced this film were purely perfect, e.g. Ellen DeGeneres for Dory! That was absolutely brilliant! She steals the show!Finding Nemo, has what some Pixar/Disney films don't have. And that is morals. They aren't forced into you, they're very subtle, but they are strong enough to keep you thinking and to make an impact on you - which I think is fabulous. The moral is: Loving your kids is great...over-loving them isn't. A moral like this makes sense for the present and I'm sure many young people would understand and relate.The film also defines ""universal"". Many universal films you see have a couple of drops of crude humour, its harmless, as its too little for young kids to understand, but it's still there. Finding Nemo is completely clean, squeaky clean in fact.Whether you're 1 or 100, Finding Nemo is sure to please. This one is definitely a must watch.Watch it! I command you!","
            9/10
            "
"qball_82","30 August 2003","Hands down - this is the best movie I have seen all year. These days it's rare to come across a flick that has you walking out of the theater feeling like you really did get your money's worth, Finding Nemo is one of these.Being a late session, the entire audience consisted of teen/adult viewers and I feel confident enough to say, judging from the incredible amount of laughter, everyone enjoyed it. I certainly did.The three major selling points. The gorgeous rendered visuals, Pixar continues to out do themselves with every film they produce. You can't help but be amazed, and if it weren't for the colorful cartoony fish darting around on screen, you would swear this was filmed live.Secondly, the amazing voice acting, I dare say this film wouldn't have done half as well without it. You'll recognize a number of familiar voices in this film and they all do a wonderful job, but I have to say it, Ellen Degeneres completely steals the show. Her characterization of Dory had myself and the audience in stitches many a time.Bucket loads of humor and action mixed with some drama and quiet, poignant moments all tied up with a wonderful story, the most important aspect of all. With so many animation studios releasing these days, Pixar is the *only* one that is able to get it right, creating stories with heart that are able to connect with people of all ages, on every level. The tale of Finding Nemo is an enjoyable journey from start to finish and not once did I lose interest.I know this review is incredibly gushy and all, but I honestly cannot fault this film. I cannot wait to own it on DVD to see it again. With so much rubbish being released into cinemas, both animated and live-action, Finding Nemo is a gem. Adult, teenager, kid, whatever - do yourself a favor and go see it now.Long live Pixar.","
            7/10
            "
"nightwatch4773","31 March 2013","I used to laugh when friends and girlfriends over the years watched these animated films but since I've turned into a daddy in 2008, I've sort of been forced into watching. Enough of that lets get to Finding Nemo. I LOVED it!!!!! what a great film to watch with my four year old son. It was perfect two boys watching two male fishes in search of each other. It was just a perfect viewing.I just love how the daddy of Nemo just wouldn't give up his search for his son. It was very sweet and I will say a couple tears did flow down my cheeks. My son caught the tears and said ""Daddy why are you crying"". Great stuff and a viewing experience never to be forgotten. Thanks Pixar!!!!!","
            10/10
            "
"gavin6942","23 March 2013","After his son is captured in the Great Barrier Reef and taken to Sydney, a timid clownfish sets out on a journey to bring him home.I do not even feel the need to write a review of this film. It is so well known, and so well loved, that I have no reason to praise it. Do I really need to convince anyone that this is a great film? Do I need to explain why? If I had to say anything, it is that this was probably the film that got people to fall in love with Ellen Degeneres. I feel like her sitcom and subsequent talk show were popular, but not hugely so... this role probably broke her through to a wider audience and a new generation. Well done, Ellen.","
            6/10
            "
"jafar-iqbal","23 September 2013","When his only child Nemo (Alexander Gould) is captured by divers in the Great Barrier Reef, his extremely shy and anxiety-ridden father (Marlin) sets out on a journey to rescue him. Along the way, he meets many friends and foes, including Dory (Ellen DeGeneres), a fish with a short-term memory.After 'Toy Story', 'Finding Nemo' is probably the Pixar movie everyone likes to talk about. It took me ten years to watch it, but it was well worth the wait. 'Finding Nemo' is a very good film. What makes the movie so good is what has made so many other Pixar movies so good – the emotion. Yes, visually, it's brilliant (and we'll get on to that), but that Pixar crowd has this amazing ability to tell great stories.In what has become a staple of the company, this film centres on the bond between two characters – in this case, father and son. The opening sequence is heartbreaking, and it sets the tone for the rest of the movie. The strength of that first scene is such that we invest in the relationship Marlin and Nemo have. We believe in Marlin's fear and Nemo's rebellion. I'd argue that Pixar were able to capture that emotion with much more depth in 'Up', but this was perfectly fine for a first attempt.More than the two leads, the show is stolen by the character of Dory. I've never seen Ellen DeGeneres act but she's extremely good with the voice. The role was supposedly written for her, and she makes the most of that opportunity. Laugh-out-loud funny at times, Dory is a delight to watch, and it's no surprise that she's the focal point of the upcoming sequel.As with all Disney/Pixar animations, there has to be humour, and there is a lot of humour. My only problem was that, for the sake of humour, the story does get sidetracked somewhat. Marlin's desperate search for Nemo gets put on the backburner as he's shooting the breeze with turtles, or taking part in vegetarian shark meetings. Okay, so it's for kids, so maybe I shouldn't look too deeply into it, but it did irk me.Of the Pixar movies I've seen, this isn't at the top. All three 'Toy Story' films probably trump it, and 'Up' is possibly just that bit more funnier; but, with such a strong filmography, 'Finding Nemo' coming up fifth (maybe sixth behind 'Wall-E') is not a disservice at all. Great for kids and adults, it's highly recommended.","
            9/10
            "
"Okonh0wp","31 May 2004","4 Stars: With a sense of imagination that only a child could have, Pixar has finally struck gold. En route to becoming the highest grossing animated movie in history, and deservedly so, Finding Nemo is a real gem for both kids and their parents. Its first move in the right direction is setting the picture underwater. Amid a previously unseen and pleasantly quirky world of spaced-out sea turtles and 12-step program sharks, the movie presents a heartwarming story about a father's search for his son. Add in witty dialogue and extroadinary performances by both Ellen DeGeneres and Albert Brooks and you got a movie that's too good to miss.","
            10/10
            "
"preppy-3","1 June 2003","Pixar Studios (with Walt Disney) has done another incredible computer-animated family film.  (Their previous works were Toy Story 1 & 2 and Monsters Inc).This one involves a clownfish (voiced by Albert Brooks) trying to find his young son who was ""captured"" by an Australian dentist for his fish tank in his office.  He's ""helped"" by another fish (voiced by Ellen DeGeneres) who has no short-term memory.This film is just dazzling to watch.  The underwater sequences are beautiful, full of color and life.  In every single case the voices match the animals perfectly.  The jokes are great--they can appeal to both children and adults (my favorites were the shark being called Bruce--a reference to ""Jaws"" and DeGeneres trying to ""speak"" whale).  There are some scenes that might frighten very small children involving some vicious-looking animals with big, sharp teeth--but the movie is not violent or bloody at all (it IS G rated).Basically a really fun great film.  See it!","
            3/10
            "
"bevo-13678","1 April 2020","I like the fish except for the stupid fish that Ellen voiced","
            10/10
            "
"george.schmidt","2 June 2003","FINDING NEMO (2003) **** (VOICES OF: Albert Brooks, Ellen DeGeneres, Alexander Gould, Willem Dafoe, Geoffrey Rush, Allison Janney, Austin Pendleton, Brad Garrett, Vicki Lewis, Stephen Root, Joe Ranft, Barry Humphries, Eric Bana, Andrew Stanton, Elizabeth Perkins, Nicholas Bird, Bruce Spence, Bill Hunter, Jordan Ranft, Erica Beck, Erik Per Sullivan, John Ratzenberger). Wonderfully enchanting animated instant classic from the geniuses at Pixar keep their winning streak alive with this remarkably lively tale about life under the sea and focusing on neurotic clownfish Marlin (ably voiced by Brooks in full panic mode) whose overprotective parenting gets the best of him when his only off-spring Nemo (Gould) winds up in the net of a diver from Australia, thus sending him on an incredible journey to reunite with his progeny. On hand to aid him is the dotty blue fish Dory (DeGeneres who is pitch-perfect hilarious and steals the show) whose positive sunny disposition is only circumvented by her consistent short-term memory loss making it a bumpy ride along.Fun for the entire family with some serious belly-laughs of one-liners and sight gags that deserve a second viewing to get them all. Kudos to Stanton (who co-directs with Lee Unkrich and voices a surfer-dude sea turtle dad) who co-wrote with Bob Peterson and David Reynolds the cleverly antic script. ). But it is the amazing visuals conceived via CGI that proves groundbreaking in capturing the absolute FEELING of being in the ocean's murky depths and uncharted splendor. One of the year's best and most entertaining animated films ever made.","
            9/10
            "
"pickle-92642","28 July 2021","Amazing. Another W for Pixar, Another essential Gen Z childhood starter pack film. You can really tell how much better the animation is getting as the years go by. Tbh, every single Pixar film through 2010 is incredible. This is no exception, the story is as entertaining and sentimental as it gets, with amazing characters like Nemo, Dory, and Marlin. No wonder it's a classic, it is to this day still one of the best movies Pixar has put out. It is still very funny, and is definitely up there with my best animated films ever.","
            7/10
            "
