"Category","Brand_Description","Price","Review_Count","Rating"
"Men's Watches"," Casio Men's Vintage CA-53W-1CR Calculator Watch  4.7 out of 5 stars 21,088  1K+ bought in past month$21.92$21.92 List: $29.95$29.95FREE delivery Wed, Feb 7 to Philippines on $49 of eligible items",21,"21,088","4.7 out of 5 stars"
"Men's Watches"," Timex Men's Easy Reader Watch  4.5 out of 5 stars 47,828  1K+ bought in past month$32.90$32.90 List: $50.00$50.00FREE delivery Wed, Feb 7 to Philippines on $49 of eligible items",32,"47,828","4.5 out of 5 stars"
"Men's Watches"," Invicta Men's 1270 Specialty Chronograph Gold Dial 18k Gold Ion-Plated Stainless Steel Watch  4.6 out of 5 stars 3,481  500+ bought in past month$55.43$55.43 Typical: $79.99$79.99FREE delivery to Philippines",55,"3,481","4.6 out of 5 stars"
"Men's Watches"," Bulova Men's Archive Series Lunar Pilot 6-Hand Chronograph High Performance Quartz Stainless Steel, Sapphire Crystal Style: 96B258  4.7 out of 5 stars 742  50+ bought in past monthClick to see priceFREE delivery Wed, Feb 7 to Philippines ",NA,"742","4.7 out of 5 stars"
"Men's Watches"," SEIKO Men's SSC813 Prospex Solar Chronograph Watch  4.4 out of 5 stars 302  50+ bought in past month$506.25$506.25 List: $675.00$675.00FREE delivery Thu, Feb 8 to Philippines ",506,"302","4.4 out of 5 stars"
"Men's Watches"," Men's Marine Star 'Series C' Chronograph Quartz Watch, Luminous Markers, Rotating Dial, 200M Water Resistant, 45mm  4.6 out of 5 stars 1,188  100+ bought in past month$318.42$318.42 List: $625.00$625.00FREE delivery Wed, Feb 7 to Philippines ",318,"1,188","4.6 out of 5 stars"
"Men's Watches"," G-Shock GA-700UC  4.6 out of 5 stars 9,162  400+ bought in past month",NA,"9,162","4.6 out of 5 stars"
"Men's Watches"," Men's Classic Surveyor 2-Hand Day/Date Quartz Watch, Luminous Hands, 39mm  4.6 out of 5 stars 1,373  100+ bought in past month$262.00$262.00 List: $350.00$350.00FREE delivery Wed, Feb 7 to Philippines ",262,"1,373","4.6 out of 5 stars"
"Men's Watches"," GUESS 45MM Stainless Steel Watch  4.6 out of 5 stars 2,228  300+ bought in past monthLimited time deal   $104.13$104.13 Typical: $122.50$122.50FREE delivery Wed, Feb 7 to Philippines ",104,"2,228","4.6 out of 5 stars"
"Men's Watches"," Seiko Prospex Alpinist Limited Model SBDC091 Made in Japan  4.5 out of 5 stars 229  $691.00$691.00FREE delivery Thu, Feb 8 to Philippines Only 5 left in stock - order soon.",691,"229","4.5 out of 5 stars"
"Men's Watches"," Casio G-Shock GW-5000U-1JF [20 ATM Water Resistant Solar Radio Wave GW-5000 Series] Shipped from Japan  4.7 out of 5 stars 418  100+ bought in past month$260.00$260.00 List: $300.99$300.99FREE delivery Thu, Feb 8 to Philippines ",260,"418","4.7 out of 5 stars"
"Men's Watches"," G-SHOCK CASIO Carbon Core Guard Ga-2100-1ajf Mens Japan Import  4.6 out of 5 stars 1,070  300+ bought in past month$91.50$91.50 List: $117.99$117.99FREE delivery Wed, Feb 7 to Philippines ",91,"1,070","4.6 out of 5 stars"
"Men's Watches"," Casio Men's W800H-1AV Classic Sport Watch with Black Band  4.6 out of 5 stars 17,774  1K+ bought in past month$21.92$21.92 List: $29.95$29.95FREE delivery Wed, Feb 7 to Philippines on $49 of eligible items",21,"17,774","4.6 out of 5 stars"
"Men's Watches"," CASIO Men's GW-9400-1CR Master of G Stainless Steel Solar Watch  4.8 out of 5 stars 3,880  100+ bought in past month$206.99$206.99FREE delivery Thu, Feb 8 to Philippines ",206,"3,880","4.8 out of 5 stars"
"Men's Watches"," Amazon Essentials Men's Easy to Read Strap Watch  4.4 out of 5 stars 4,365  1K+ bought in past month$19.00$19.00FREE delivery Wed, Feb 7 to Philippines on $49 of eligible itemsAmazon brand",19,"4,365","4.4 out of 5 stars"
"Men's Watches"," CASIO Men's FT-500WC-5BVCF Forester Sport Watch, Brown  4.5 out of 5 stars 6,587  1K+ bought in past month$21.92$21.92 List: $35.95$35.95Delivery Wed, Feb 7 to Philippines ",21,"6,587","4.5 out of 5 stars"
"Sewing Products"," SponsoredSponsored You’re seeing this ad based on the product’s relevance to your search query.Leave ad feedback  YaCaTaM Sewing Kit, Sewing Kit Basic with Sewing Needles, Sewing Pins, Sewing Clips, Sewing Thread, Sewing Scissors, Sewing Supplies, Sewing Products for Adults, Beginners, Home, Travel (Small)  4.2 out of 5 stars 7  $9.96$9.9615% coupon applied at checkoutSave 15%  with coupon FREE delivery Wed, Feb 7 to Philippines on $49 of eligible items",9,"7","4.2 out of 5 stars"
"Sewing Products"," SponsoredSponsored You’re seeing this ad based on the product’s relevance to your search query.Leave ad feedback  MOOACE 54 Spools Thread Rack Set of 2, Metal Thread Holder Organizer with Hanging Hooks for Embroidery Quilting and Sewing Threads, Brown  4.9 out of 5 stars 42  50+ bought in past month$25.99$25.9910% coupon applied at checkoutSave 10%  with coupon Delivery Wed, Feb 7 to Philippines ",25,"42","4.9 out of 5 stars"
"Sewing Products"," SponsoredSponsored You’re seeing this ad based on the product’s relevance to your search query.Leave ad feedback  32 Spools Thread Rack Wall-Mounted 2 Pack, Spool Holder with Hanging Hooks, Metal Serger Thread Storage for Sewing Craft Room, Embroidery Thread,  4.7 out of 5 stars 26  50+ bought in past month$22.99$22.99Save 5% on 2 select item(s)Delivery Wed, Feb 7 to Philippines ",22,"26","4.7 out of 5 stars"
"Sewing Products"," GDMINLO Soft Tape Measure Double Scale Body Sewing Flexible Ruler for Weight Loss Medical Measurement Tailor Craft Vinyl Ruler, Has Centimetre on Reverse Side 60-inch（White）  4.8 out of 5 stars 59,978  30K+ bought in past month$3.59$3.59 List: $8.88$8.88Delivery Wed, Feb 7 to Philippines ",3,"59,978","4.8 out of 5 stars"
"Sewing Products"," Coquimbo Sewing Kit Gifts for Grandma, Mom, Friend, Adults Beginner Kids Traveler, Portable Sewing Supplies Accessories with Case Contains Thread, Needle, Scissors, Measure Tape, Thimble etc(Black, M)  4.6 out of 5 stars 11,731  10K+ bought in past month$7.99$7.99 List: $9.99$9.99FREE delivery Wed, Feb 7 to Philippines on $49 of eligible items",7,"11,731","4.6 out of 5 stars"
"Sewing Products"," JUNING Sewing Kit with Case Portable Sewing Supplies for Home Traveler, Adults, Beginner, Emergency, Kids Contains Thread, Scissors, Needles, Measure etc  4.6 out of 5 stars 21,456  10K+ bought in past month$7.99$7.99 Typical: $8.99$8.99FREE delivery Wed, Feb 7 to Philippines on $49 of eligible items",7,"21,456","4.6 out of 5 stars"
"Sewing Products"," Cricut StandardGrip Machine Cutting Mats 12in x 12in, Reusable for Crafts with Protective Film,Use with Cardstock, Iron On, Vinyl and More, Compatible with Cricut Explore & Maker (2 Count) ,Green  Options:2 sizes4.9 out of 5 stars 36,838  10K+ bought in past month$6.49$6.49Delivery Wed, Feb 7 to Philippines ",6,"36,838","4.9 out of 5 stars"
"Sewing Products"," HeatnBond Hem Iron-On Adhesive, Super Weight, 3/4 Inch x 8 Yards, White  4.4 out of 5 stars 23,092  10K+ bought in past month$2.17$2.17 ($0.09$0.09/Foot)Delivery Wed, Feb 7 to Philippines ",2,"23,092","4.4 out of 5 stars"
"Sewing Products"," Fairfield The Original Poly-Fil, Premium Polyester Fiber Fill, Soft Pillow Stuffing, Stuffing for Stuffed Animals, Toys, Cloud Decorations, and More, Machine-Washable Poly-Fil Fiber Fill, 32-ounce Bag  4.8 out of 5 stars 19,229  6K+ bought in past month$20.97$20.97Delivery Thu, Feb 8 to Philippines ",20,"19,229","4.8 out of 5 stars"
"Sewing Products"," Melsan 1x4 inch Hook and Loop Strips with Adhesive - 15 Sets, Strong Back Adhesive Fasten Mounting Tape for Home or Office Use - Instead of Holes and Screws, Black  4.5 out of 5 stars 14,158  10K+ bought in past month$9.90$9.90 List: $12.99$12.99FREE delivery Wed, Feb 7 to Philippines on $49 of eligible itemsPrice may vary by color",9,"14,158","4.5 out of 5 stars"
"Sewing Products"," Fairfield The Original Poly-Fil, Premium Polyester Fiber Fill, Soft Pillow Stuffing, Stuffing for Stuffed Animals, Toys, Cloud Decorations, and More, Machine-Washable Poly-Fil Fiber Fill, 5 lbs. Box  4.8 out of 5 stars 24,657  8K+ bought in past month$22.75$22.75$2.76 coupon applied at checkoutSave $2.76  with coupon Delivery Wed, Feb 7 to Philippines More Buying Choices$22.00(8 new offers)",22,"24,657","4.8 out of 5 stars"
"Sewing Products"," Art3d 16 Sets Interlocking Tape Sewing Fasteners, Hook and Loop Tape Sticky Back,1 in.x 4 in. Double-Sided Command Adhesive Strip Heavy Duty  4.4 out of 5 stars 4,643  9K+ bought in past month$6.59$6.59 List: $9.99$9.9910% coupon applied at checkoutSave 10%  with coupon FREE delivery Wed, Feb 7 to Philippines on $49 of eligible items",6,"4,643","4.4 out of 5 stars"
"Sewing Products"," SponsoredSponsored You’re seeing this ad based on the product’s relevance to your search query.Leave ad feedback  DGTANGYIN 25Pcs bobbins for Sewing Machine, Sa156 Bobbins Plastic Bobbins with Case for Brother, Bro-Ther, Singer, Sewing Machine Accessories  4.1 out of 5 stars 4  $5.55$5.55FREE delivery Wed, Feb 7 to Philippines on $49 of eligible items",5,"4","4.1 out of 5 stars"
"Sewing Products"," SponsoredSponsored You’re seeing this ad based on the product’s relevance to your search query.Leave ad feedback  Quilting Gifts Sewing Gifts Sewing Room Decor Quilting Supplies Sewing Products Crochet Gifts Birthday Christmas Gifts Wooden Box Sign for Home Office Bedroom Living Room Desk Table Decoration  50+ bought in past month$12.99$12.99FREE delivery Wed, Feb 7 to Philippines on $49 of eligible items",12,"50+ bought in past month",""
"Sewing Products"," SponsoredSponsored You’re seeing this ad based on the product’s relevance to your search query.Leave ad feedback  Lightweight Fusible Interfacing for Sewing 11.8 Inch x 54.7 Yard Iron-On Non-Woven Fusible Interfacing White Polyester Single-Sided Interfacing for DIY Crafts Supplies  4.6 out of 5 stars 3  $15.99$15.995% coupon applied at checkoutSave 5%  with coupon FREE delivery Wed, Feb 7 to Philippines on $49 of eligible items",15,"3","4.6 out of 5 stars"
"Sewing Products"," 9Pcs Tshirt-Ruler Guide to Center Vinyl, Transparent V-Neck/Round PVC Ruler for Alignment, Heat Press, Children Youth Adult, Front and Back Measurement (10in)  4.6 out of 5 stars 4,729  9K+ bought in past month$7.99$7.9920% coupon applied at checkoutSave 20%  with coupon FREE delivery Wed, Feb 7 to Philippines on $49 of eligible itemsPrice may vary by color",7,"4,729","4.6 out of 5 stars"
"Sewing Products"," Premium Plastic Clips, 100 Pcs with Box, Sewing Notions for Sewing Quilting Supplies Crafting Tools, Assorted Colors for Craft  4.8 out of 5 stars 5,713  7K+ bought in past month$6.69$6.69Delivery Wed, Feb 7 to Philippines ",6,"5,713","4.8 out of 5 stars"
"Sewing Products"," Safety Pins Assorted, 340-Pack 5 Different Sizes Large Safety Pins Heavy Duty Safety Pin, Safety Pins for Clothes Pins, Small Safety Pins for Sewing, Jewelry Making, Sewing and Crafts Supplies  4.5 out of 5 stars 4,834  6K+ bought in past month$4.79$4.79 List: $8.99$8.99Delivery Wed, Feb 7 to Philippines ",4,"4,834","4.5 out of 5 stars"
"Sewing Products"," 600PCS Sewing Pins Straight Pin for Fabric, Pearlized Ball Head Quilting Pins Long 1.5inch, Multicolor Corsage Stick Pins for Dressmaker, Jewelry DIY Decoration, Craft and Sewing Project  4.5 out of 5 stars 2,722  7K+ bought in past month$4.99$4.99 List: $8.98$8.98Delivery Wed, Feb 7 to Philippines ",4,"2,722","4.5 out of 5 stars"
"Sewing Products"," 12 Sets Button Pins for Loose Jeans, No Sew and No Tools Instant Replacement Snap Tack Pant Button, Ceryvop Reusable and Adjustable Metal Pants Button Tightener  4.5 out of 5 stars 3,589  6K+ bought in past month$6.59$6.59 List: $8.99$8.99FREE delivery Wed, Feb 7 to Philippines on $49 of eligible items",6,"3,589","4.5 out of 5 stars"
"Sewing Products"," HTVRONT Iron on Patches for Clothes, 20PCS Denim Patches for Jeans Kit 3"" by 4-1/4"", 4 Shades of Iron on Patches for Jeans, Jean Patches for Inside Jeans & Clothing Repair  4.3 out of 5 stars 18,483  6K+ bought in past monthLimited time deal   $5.03$5.03 ($0.25$0.25/Count) Typical: $6.29$6.29Delivery Wed, Feb 7 to Philippines Price may vary by color+  ",5,"18,483","4.3 out of 5 stars"
"Sewing Products"," anezus Self Healing Sewing Mat, 12inch x 18inch Rotary Cutting Mat Double Sided 5-Ply Craft Cutting Board for Sewing Crafts Hobby Fabric Precision Scrapbooking Project  Options:2 sizes4.7 out of 5 stars 10,760  7K+ bought in past month$8.99$8.99 List: $15.98$15.98Delivery Wed, Feb 7 to Philippines ",8,"10,760","4.7 out of 5 stars"
"Sewing Products"," Dritz Adhesive Res Q Tape, 3/4-Inch x 5-Yards, Clear  4.4 out of 5 stars 476  4K+ bought in past month$6.89$6.89FREE delivery to Philippines on $49 of eligible items",6,"476","4.4 out of 5 stars"
"Sewing Products"," GDMINLO Soft Tape Measuring for Body Fabric Sewing Tailor Cloth Knitting Craft Weight Loss Measurements Retractable Black Dual Sided Tape Measure 1 Pack  4.4 out of 5 stars 10,236  6K+ bought in past month$3.99$3.99Delivery Wed, Feb 7 to Philippines ",3,"10,236","4.4 out of 5 stars"
"Sewing Products"," Mr Pen- Assorted Bulk Safety Pins, Small, Large for Clothes, 5.4 x 4.4 x 0.7 inch, 300 Pack  4.6 out of 5 stars 15,652  6K+ bought in past month$3.99$3.99 List: $5.99$5.99Delivery Wed, Feb 7 to Philippines ",3,"15,652","4.6 out of 5 stars"
"Sewing Products"," ZEFFFKA Denim Iron-on Patches Repair Kit - 12pcs, 3""x4.25"", 100% Cotton, Strongest Glue, Assorted Blue Shades  4.3 out of 5 stars 25,880  5K+ bought in past month$8.99$8.99 ($0.75$0.75/Count) List: $9.99$9.99FREE delivery Wed, Feb 7 to Philippines on $49 of eligible items",8,"25,880","4.3 out of 5 stars"
"Sewing Products"," Fiskars Assorted Safety Pins - Assorted 3-Size Safety Pin Set - Sewing Accessories and Supplies - 75-Piece  4.5 out of 5 stars 665  5K+ bought in past month$3.99$3.99 List: $7.49$7.49Delivery Wed, Feb 7 to Philippines ",3,"665","4.5 out of 5 stars"
"Sewing Products"," 2PCS Seam Rippers, Sharp Sewing Seam Thread Remover Stitch Unpicker with Ergonomic Handles for Needle Work Patterns and Sewing Clothes  4.6 out of 5 stars 3,232  5K+ bought in past month$4.99$4.99Delivery Wed, Feb 7 to Philippines ",4,"3,232","4.6 out of 5 stars"
"Sewing Products"," 250 Pack Safety Pins by Luxurecourt, 4 Assorted Sizes of Durable, Silver Small and Large Safety Pins Bulk, Rust-Resistant Nickel Plated Steel, Sharp Edge for Clothes, Sewing, Arts & Craft  4.5 out of 5 stars 2,882  4K+ bought in past month$5.99$5.99 List: $10.55$10.55FREE delivery Wed, Feb 7 to Philippines on $49 of eligible itemsSmall Business  Small BusinessShop products from small business brands sold in Amazon’s store. Discover more about the small businesses partnering with Amazon and Amazon’s commitment to empowering them. Learn more ",5,"2,882","4.5 out of 5 stars"
"Sewing Products"," Prym Large 20 PC Safety Pins, Zinc Count  4.5 out of 5 stars 1,468  5K+ bought in past month$1.00$1.00 ($0.05$0.05/Count) List: $5.99$5.99Delivery Wed, Feb 7 to Philippines ",1,"1,468","4.5 out of 5 stars"
"Sewing Products"," SponsoredSponsored You’re seeing this ad based on the product’s relevance to your search query.Leave ad feedback  2 Colors Per Pack Fabric Chalk Markers (Blue, White) -Erase Tailor’s Chalk for Quilting and Sewing - Compatible with Most Fabrics - With Dosing Wheel Technology  4.4 out of 5 stars 141  200+ bought in past month$14.59$14.59 ($7.30$7.30/Count)FREE delivery Thu, Feb 8 to Philippines on $49 of eligible items",14,"141","4.4 out of 5 stars"
"Sewing Products"," SponsoredSponsored You’re seeing this ad based on the product’s relevance to your search query.Leave ad feedback  HANPATQUI 60 x 60 inch Quilt Batting Throw Size, Natural Cotton Quilting Batting for Quilts  SolidOptions:7 sizes4.5 out of 5 stars 146  $16.99$16.99FREE delivery Thu, Feb 8 to Philippines on $49 of eligible items",16,"Solid","4.5 out of 5 stars"
"Sewing Products"," SponsoredSponsored You’re seeing this ad based on the product’s relevance to your search query.Leave ad feedback  Horn Assorted ABS Buttons 4 Holes for Craft, Resin Buttons for Clothes Sewing, Decor 100pcs, Sewing for Sweater Shirt, Pack of 100 with Box, 4 Sizes (Single Color)  $11.99$11.99FREE delivery Fri, Feb 9 to Philippines on $49 of eligible items",11,"",""
