"Usernames","Reviewer_Date","Reviewer_Content","Rating"
"dfranzen70","28 June 2008","I wish I could say that this movie was on par with earlier Pixar movies, but I just can't. The animation isn't bad, it's just that unlike the undersea world in Finding Memo or the toy chest in Toy Story, there's just nothing pretty to look at for large chunks of time. And because the main characters are robots who don't exactly speak English well, the movie depends rather heavily on two things: the visual landscape and the nonlinguistic communication of the metal duo. As a result, the movie isn't quite as charming or self-effacing as its predecessors, but it's still amiable and heartwarming when it needs to be.WALL-E is the last remaining robot on Earth. See, the place got so polluted that everyone had to zoom off to ships in outer space just to survive; the plan is to let the WALL-E units compact and store all the garbage, and when life can be sustainable again, the humans will return. This was 700 years ago. And every day, WALL-E compacts trash (all the other units have broken down), blissfully un-self-aware. The humans send down probes to determine if life can return to the planet, and that's when our WALL-E meets EVE, who's quite a bit more advanced and intelligent than WALL-E.WALL-E is adorable. He looks quite a bit like Johnny 5 from the Short Circuit films, and he's about as smart and curious. As he collects and compacts trash, he grabs various items that seem interesting to him and stores them in his storage crate. But although he's been at it for centuries, his world's turned upside down when Eve the probe arrives on Earth in search of plant life. Wouldn't you know it, our inquisitive little toaster falls in love at first sight with the sleek Eve, who looks sort of like a giant toe (her visor would be the toe nail - try to stay with me on this).On Earth, although the atmosphere is lighthearted and full of hope, the scenery (and hence the overall look and feel of the movie) is downbeat and gloomy; everything's washed out in a sea of brown and gray. The planet's a wasteland, you see, along the lines of the postapocalyptic horror of Mad Max.But once we leave the planet and land on the ship Avion, things perk up. Here, everything's red or blue (the colors in the BuyNLarge logo - that's the conglomerate that owned, like, everything on the planet and that now owns and operates the deep-space ships. You should see these places - the whole idea is that the humans will never have to lift a finger. Robots wake them up. They're dumped onto these motorized recliners that whisk them everywhere. They shop and drink milkshakes from their recliners. They literally never move. So of course they're all tremendously overweight.Can WALL-E and Eve help bring life back to Earth? It's a Disney/Pixar film, so you probably already know the answer, and if you thought about it for a second, you could probably map out how the movie would shake out. But one thing you might not realize is that for a G-rated movie, there's a lot of tense, scary-toned scenes. There are several moments when you're led to believe something incredibly awful has happened to WALL-E, and unlike in its cartoon progenitors there's a perceptible delay before it's revealed he's okay - long enough for you to wonder if, indeed, he is.So I was a little surprised to find out this was a G-rated movie. Aside from the desolate, acrid, lifeless landscape of Earth, there are plenty of robot-in-peril scenes, sequences that seem more action-movie-like than cartoonish. This is partly because Pixar's animation is so advanced now that WALL-E looks and behaves exactly as you'd expect a robot in real life would. Which brought me to this question: Why even make an animated movie about robots? It's not as if you're giving human qualities to, say, a fish or a stuffed animal; you're anthropomorphizing something that's already been given human qualities.In short, WALL-E lacked the amazing, imaginative premise and theme that earlier classics had. I wasn't bowled over by the animation, and I just wasn't terribly impressed with the execution. WALL-E is not a bad movie by any means, but it suffers by comparison with its own ancestors. In the end, it's done in by its subject matter (not conducive to gorgeous animation), its setting (vast, colorless), and its penchant for robot-in-peril scenes.","
            9/10
            "
"Movie_Muse_Reviews","1 July 2008","There's no reason Disney/Pixar's ""WALL-E"" shouldn't be able to compete with 2008's best films just because it's animated. Pixar compacts so much great material into this film, including incredible CGI, that I prefer it to live action. Live action could not tell the incredible story of WALL-E, the most admirable and lovable animated character to grace the screen in what feels like ages. This is truly Pixar's masterpiece: a film that takes everything you know about animated movies and rockets above and beyond it.Almost instantaneously, you fall in love with WALL-E, the only intelligent being left on Earth, which has become a wasteland full of trash, to which WALL-E is assigned to crush and organize in piles. It's remarkable how quickly Andrew Stanton's character connects with you. His love of collecting things we know as everyday objects as artifacts, his love of music and movies--the only of which he has is ""Hello, Dolly!""--and just the way he goes through his day creates something so deeply and essentially human that it's impossible not to like him. He is diligent, curious, a bit of a klutz and he's infatuated with the notion of finding true love. Almost everyone can relate to that.WALL-E's world gets flipped upside down when a spaceship lands and produces EVE, a robot dispatched to Earth by the humans now living off-planet who is responsible for searching for organic life. WALL-E is instantly love-struck and courageously pursues meeting and getting to know EVE. Eventually, he follows her back to the Axiom, a ship which is full of humans but run by robots. This is where ""WALL-E"" goes from being a really creative and well-written film to an amazingly creative, clever and even intelligent film. It does this by painting a grim and horrifying picture of humanity that comes across as deplorable but amusing--a non- threatening but nevertheless negative depiction of a universe where humans over- commercialize and consolidate Earth and end up living their lives in space, sitting in mobile chairs and relying on robots for everything. In this sense the film borrows from ""2001: A Space Odyssey"" (it even borrows Strauss' music at one comical point as an homage)All throughout this plot line is the love story between WALL-E and EVE, an unusual but very basic plot in the film. Unusual in that it's not covered in drama, but simple in that the two help save each other and that dedication fosters a love and a desire to not be lonely emotionless robots unlike the stoic species that humans in the film have become. The fact that the inventive and lively robots in this film who say barely anything capture our attention gain our approval more than the humans in the film says a lot about the job that Andrew Stanton and Pixar have done with ""WALL-E""Top that off with CGI that convinces you you're not watching CGI at times along with some great action sequences and this is a truly special movie. I haven't felt so moved by an animated film since I was 5 years old watching ""Lady and the Tramp."" Name another Pixar film you love and this one makes it look amateurish. If you have any appreciation for good visual storytelling, you will love this film and easily pardon its lack of dialogue and occasional slow parts because of the piece of art that it is.","
            9/10
            "
"AgentKaren","27 January 2022","This is my favorite Pixar film of all-time! WALL-E is such a cute, likeable character and so to Eve. The concept of this movie is very interesting, original and entertaining and I love the dance scene.","
            9/10
            "
"gavin6942","11 December 2014","In the distant future, a small waste collecting robot inadvertently embarks on a space journey that will ultimately decide the fate of mankind.What makes this film so great is how for most of the film (at least the first half), most of the story is told silently. Or, that is, at least without dialogue. To do that and still hold an audience's attention is a good feat. The artwork is also amazing, quite possibly the best Pixar film up to this point (2014).The ecology theme is nice, but more than a little blunt. A ship full of fat earthlings who are so lazy they do not even know they have a pool? Now, it is one thing to say the future has the planet covered in trash (""Idiocracy"" made a similar claim), but this is just too blunt...","
            9/10
            "
"safenoe","15 December 2022","Along with Up, I think WALL-E (pronounced Wallee or Wally) is a masterpiece and has a strong social message which is pronounced towards the end for sure. My only complaint was I saw it in a cinema and the moron at the back of me used my seat as his foot rester, so after that I hardly go to cinemas.Anyway, Sigourney Weaver of Alien fame (ironic of course) is one of the voices, along with many others. The animation is captivating, and Wall-E has loads of life to him that make it quite emotional viewing for sure.I was impressed that last year Congress selected Wall-E for preservation in the United States National Film Registry as being ""culturally, historically, or aesthetically significant.","
            10/10
            "
"TBJCSKCNRRQTreviews","1 October 2023","A robot works hard to clean up the garbage that humanity has amassed on Earth.This is very effective at making the audience empathize with characters that don't look human other than maybe their eyes. Part of it has no spoken English dialogue, we only hear words from old media, but because of the strong visual storytelling, we're never confused as to what is going on and how we are to feel about it. While a good chunk of it is about getting to know the world and less about plot, it's never boring. It is a little creepy how much of the love story is one sided a guy pining for a girl(who is often impatient, and whose anger is outright destructive in a display of sexism on the part of the creatives), especially that some of it is just him watching her from afar, following her around where she goes, even though she doesn't even know that he's there. I think it was supposed to register as sweet, and for many, I'm sure it does. At least he does also try to take care of her when she is unresponsive.This may well have better use of light and color than all the ones leading up to it, and create a fully realised world that you can understand how functions, and appreciate that we really don't want things to end up that way. The environmentalist message is better communicated than an almost any other movie that has that leaning that I've seen: not trying to scare people with the idea that we might be attacked by something if we don't get this right, rather, underlining all that we'd lose, not to mention all the we can do to fight it, while we still have time. Not a fan of the film equating obesity to laziness.I recommend this to everyone. 9/10.","
            10/10
            "
"swimmercait","29 June 2008","Many are complaining about the hypocritical message that Disney/Pixar is offering by making a movie about the evils of commercialism and capitalism and then marketing it and its products. On that point they've missed the mark because it's not about the evils of commercialism and capitalism, it's about gluttony and what can happen when you stop paying attention. I think the movie itself is a representation of this, don't get distracted by Wall-E's charm, Eve's streamlined features, and the ever mesmerizing animation. Instead pause and remember the film is trying to offer you something besides entertainment. If you just sit there and let the film wash over you, you've only had a pleasurable experience (not unlike a smooth hover chair ride). But if you engage with Wall-E, Eve, the captain and their struggles you can take away more from the theatre, you'll need to get out of your hover chair to do it though and actually take a good look at the stars outside. Secondly environmentalism, capitalism, commercialism, monopolies, and so forth were not the only topics addressed in this film. I felt undercurrents of both self-discovery and appreciation for others uniqueness. Wall-E apparently already wasn't quite like other robots. He's curious, inventive, and protective. However Wall-E doesn't learn what he's really made of until he takes his journey into space to ""save"" Eve. There he proves that he's not only loyal and creative but also courageous, tenacious, and friendly. This rounds out his character as a hero and one that changes over the course of the story even though he was designed with a single purpose. Eve is purposeful, career-oriented, and a little bit dangerous. She does her job well and defines herself by her directives. Through her journey she expands her programming by learning what friends can and will do for one another. She learns other things are sometimes more important than carry out your duties. No more clearly does she learn this lesson then at the end of the film when the Wall-Eness of Wall-E seems to have disappeared. I feel this is also the point in the film that drives home the message of self-discovery and individuality. Without that certain spark, Wall-E is just like all the other Wall-Es around him. Finally there is the captain. No one knows how he got his position on the ship but however it happened his position merely has the illusion of power. From the trailers I thought the captain was going to be the villain of the story, but he is a good guy and he too goes on a journey of growth and exploration. It seems he is just like the other humans, but instead he proves himself to be capable of bettering himself through self-starting education and changing the way he functions on a daily basis. Though he remains somewhat a bumbling character throughout the film he does the right thing and passes his newfound knowledge and hope onto the other humans. On that note stick around until the credits start scrolling on black. The story doesn't end when the computer animation does. This story was told mostly without words so when the other sound effects leave the screen don't assume the message ends. At that point the purest form of film is left: story through images. I think the negative reviewers forgot that too.","
            10/10
            "
"thesar-2","2 July 2009","Too bad, this ninth Pixar feature didn't jump on the 3-D bandwagon until the 10th: 'Up.' 'Wall-E' would've been even better in 3-D. Though, I can't see much to improve on. The story, the character development, the special-effects, the comedy and the message are all top-notch. In fact, this is just another work of art/cinema. As a science-fiction/space adventure, it actually leaves a lot of the live-action movies in the space dust. This one, despite the computer animation, is so incredibly realistic; I thought I was watching real-life scenes. And the best news yet: it's never about the F/X. It's about the story – the essence I always look for when deciding to buy a movie ticket. We live in an era that gives us 'Transformers' (or part 2) that gives us NO SOUL, or script, and we follow along like we're shopping at Wal-mart, sorry, I mean ""Buy'N'Large."" I can't rate a movie that doesn't excel on plot/story/originality. Wall-E does that. He's a compact little machine that's directive is to clean up the mess of a world we made 700 years from now. Until he meets a probe, Eve, that's sent to look for signs of life. Ironically, her mission, or being, in turn gives him life and on goes the adventure when he follows her into space to meet the human (and robot) survivors ready to return once Earth's inhabitable again. In a word, this movie's a masterpiece. Finally, a movie void of almost complete dialogue, you rely on body language and silent love. Rarely does a look show love in movies. In fact, for the most part, we're shoved love down our throats by words. Hardly is it shown with true love. Strangely, we have to turn to robots to open our eyes. Do not miss this movie.","
            9/10
            "
"snoozejonc","9 April 2021","WALL. E is a refuse disposal robot helping to tidy up planet Earth when he meets another robot called EVE.This is a brilliant film with some of the best visual storytelling I've ever seen.The story is wonderfully uplifting, full of comedy, emotion and a healthy amount of satire and social commentary.It says a lot by how invested you can be in two main characters who are not actually human but exhibit more humanity than the supporting characters who are.The movie's depiction of what people people could eventually become is quite thought provoking in an entertaining way. There is a lot to be said about mass consumerism, uselessness and the hypnotic control that is 'screen time'.There is nothing I can write that would do justice to how effectively the visuals communicate not only what is happening but the feelings of the characters. It is safe to say that a film with very little dialogue that can make my 5 year old daughter laugh and cry in the intended places due to the actions and mannerisms of two robots is an immense work of art.As always with Pixar, the animation is unbelievably realistic and full of beautiful, colourful and incredibly textured images. It's depiction of the future is not overly positive, but highly imaginative and up there with the best dystopian visions in classic cinema. The technology is very Apple in style, whilst at the same time it pays tribute to the more retro creations like the Short Circuit robot design of Number 5. Stanley Kubric's '2001: A Space Odyssey' is a massive influence and this is reflective in a number of nice homages.At the time of writing this is my favourite Pixar movie.","
            5/10
            "
"moutonbear25","29 June 2008","To be animated can mean a number of things. While it obviously refers to the artistic process in which still images are strewn together in sequences to appear as though they are moving, it can also mean to bring someone or something to life. Pixar Animation Studios are masters of both of these animated meanings and their genius lies in their seemingly effortless ability to accomplish both of these feats simultaneously. In the studio's history, they have managed to make toys playful when no one else was looking, the plight of a bunch of ants seem monumental and rats in the kitchen somehow not only normal but entirely justifiable. Despite all of these milestones, Pixar has outdone themselves with their ninth feature, WALLE. It might be unfair to suggest that no other company could accomplish this but there is certainly no other company that could have done as good a job. WALLE is short for Waste Allocation Load Lifter Earth-Class and the character himself is a collapsible box with curiously wide eyes that gets around on tank treads and solar power. He may be made up of nothing but rusting metal and parts that need frequent replacing but he is also the most endearing, romantic dreamer that Pixar has ever crafted. You just want to squeeze the little guy. Trust me; the tetanus shot you'd need after that would be totally worth it.WALLE takes place about 700 or so years from now. Taking an abnormally critical stance on humanity's penchant to waste without fear of consequence, three-time Pixar director, Andrew Stanton (A BUG'S LIFE, FINDING NEMO), paints the future earth as being uninhabitable. It seems that somewhere around the year 2100, there will be so much garbage on the planet that not only will we need to stack it as high as the highest skyscrapers but we will also need to vacate the planet until the mess is brought under control. Enter WALLE. Hundreds of similar units will work over the next six or seven centuries on a job that was only meant to last five years. The humans who once fled have inevitably all passed on but their future generations continue to float through space on giant cruise ships, oblivious to their history and unaware of their present selves. After so much time has passed, humanity has succumbed to its laziest impulses. We no longer require the need to think for ourselves when we have a multi-conglomerate doing it for us or the need to walk from here to there when we have a ""hoverchair"" to bypass this menial task. Earth is practically a forgotten memory for all but it is still there. Despite being covered in smog and dust and despite also a failed mission to clean up the mess, one WALLE unit remains to keep the pursuit of love, happiness and hope alive.WALLE is an unfortunate loner and even though his closest companion is loyal cockroach, he never loses faith. He presses on every day in his near impossible mission to make earth inhabitable again without discouragement and with a nagging sensation that there is more to life than this. Considering he isn't actually alive, that's pretty impressive. When another robot, EVE, arrives on earth to search for signs of sustainable life, WALLE finally gets the chance to see and understand what that greater meaning might be. Aside from being an eco-friendly science fiction piece, WALLE is also a moving romance that is unexpected and unmatched by most recent films featuring actual human beings. When WALLE first sees EVE, he knows it is love at first sight. He proceeds to follow her around everywhere she goes, shyly inching closer towards her whenever he feels the moment might be right. He is like a teenager in love for the first time. He doesn't know how to make his move, just that he always wants to be around her. There is no desperation born out of ages of loneliness, just a certainty in what is in the air. The courtship of WALLE and EVE is so innocent and simple that it seems almost silly that we as humans should have such trouble getting it right. WALLE's ride is pretty smooth, full of laughs, touching moments and inspired cinematography (under the meticulous guidance of contemporary visionary, Roger Deakins) but all of this is expected from the Pixar peeps. There is a misguided attempt to incorporate live-action into the mix that adds a slight level of confusion but can do nothing to take away from the deeply satisfying whole. It is quite an extensive journey and it rests on the shoulders of one little waste management robot. WALLE is unforgettable. His curiosity is matched only by his appreciation for everything in life that humanity has left behind. He may be goofy and clumsy but he is always open to possibility and hope. He is more alive than I am most of the time and the bewilderment and awe that fill his optical devices opened my eyes to things I had stopped seeing altogether. How can so much yearning and wonder come from one little robot, let alone one that is not actually made of real metal but rather drawn that way? WALLE is simply a marvel to behold and the pinnacle of Pixar's progressive mission to redefine what it means to animate.","
            9/10
            "
"paul2001sw-1","20 June 2011","I quite like some of Pixar's films, but I tend to feel that they're somewhat overpraised, and there's certainly a theme linking their protagonists, who have variously been cute talking toys, cute talking insects, cute talking monsters, cute talking fish, and cute talking cars. Prior to watching I didn't have that much anticipation for 'WALL-E', about a (presumably cute talking) robot - but how wrong I was. The robot doesn't talk for a start, and the film has the most extraordinary animation I have seen, notably for its inventiveness, attention to detail and sheer beauty. Indeed, many of the scenes have a balletic grace, with obvious nods to 2001 but also (especially in the first half of the film, where there's barely a word of dialogue), to the silent movie era (was I the only one reminded of Chaplin's skating scene in 'Modern Times' by some of the choreography?) Throw in a truly eerie and disturbing portrait of a post-habitable earth in which even (almost all) the robots have died out, and an opposing dystopia of a space ark where humanity survives in total comfort and zero dignity, and you have many of the elements in place of a classic film. Perhaps inevitably, the second half (while still good) is more like a traditional Pixar movie, the story of the triumph of the underdog and the audacity of hope; yet the overall tone of the movie is such, that when the ending threatens to be very sad, you have no idea whether there will be a final happy twist or it will leave you in tears. Until now, even when I've liked good animations, I've scoffed at those who argue they rival the best ""real"" films - but 'WALL-E' is a genuine artistic achievement, and wholly deserving of its praise.","
            8/10
            "
"Robert_duder","15 January 2009","I wanted to see Wall-E from the minute I saw the trailers. I thought he looked adorable and the film looked cute and then the reviews said it was kind of dark and very little dialog and finally I got to see it. I was moved, blown away, excited by it, cheering for it...I fell head over heels for Wall-E and it's completely original and touching love story. Essentially I believe Wall-E is indeed a love story...both between two completely different robot entities and between a robot and his world. The animation is brilliant from the completely obliterated world of earth to the enormous futuristic ship and the adventure is non stop fun!! Despite some reviewers opinions of the film being too dark and too preachy for kids I think its a case of over analyzing because the film is fun and cute as it is serious. Yes the film does have a strong message but it is still told in animation for anyone and everyone to enjoy and the story is still happily ever after in the end. The amazing thing is the film makers really make this relationship between Wall-E and Eve so strong and so powerful and so cute that you will feel a romance between two robots. Something only Disney could do...or Pixar in this case.Ben Burtt and Elissa Knight are just brilliant as the voices of Wall-E and Eve respectively. Knight's pleading voice twirping ""Walll-Eee"" will forever be a classic moment in animated films. Burtt makes Wall-E come to life and however digitized the voice may be he still gives the character depth and soul. Jeff Garlin is terrific as the overweight Captain who fights the system to save his people. Fred Willard is a great comedian but I found his performance a little monotone in the film and misplaced considering his part. Pixar favorite John Ratzenberger and Kathy Najimy (Peggy Hill) are residents John and Mary and although they have small roles they are really great in their roles.Wall-E has been heralded with great reviews and numerous award nominations and I think is sure to walk away with an Animated Academy Award at the very least and it is completely well deserved. In classic Pixar style the film can be completely enjoyed by adults and children the same. Considering the first 30-45 minutes is Wall-E exploring the barren earth and setting up his character you will love every minute of it. You will be enthralled with Wall-E and the movie right from the very beginning. He is a subtle hero of the utmost. Pixar director Andrew Stanton has had his hand in at least six of the most popular animated films of the last decade including Toy Story one and two...which I think was a stepping stone in the current level of animation we see now. Wall-E is a feat of animation and will be a new bar of standards to future Pixar animations as well as other companies. An absolute must see for everyone. 9.5/10","
            9/10
            "
"bobsgrock","3 July 2008","It all started back in 1995. I was only 6 years old, but I was forever changed when I first saw Toy Story. Today, it is one of my favorite movies as well as a breakthrough for all animated movies. Now, 13 years later, Pixar is still going at it. After all these years, I can honestly say they have never made a bad movie, and they have also made some really excellent movies that in the future will be absolute classics (Toy Story, The Incredibles, Ratatouille). Wall-E is undoubtedly the most ambitious task they have undertaken to date with a serious lack of dialogue and a story that has universal appeal. For the first half hour, the only sounds heard are those made by the robots. Yet, the story moves along just fine and it is quite easy to understand what is going on. This is due to the incredible storytelling ability by the Pixar team as well as the extraordinary animation you cannot look away from. Seriously, you will wonder if some shots are shot with a real camera they are so clear and beautiful. With robots being the main characters, it is a bit more difficult for the audience to relate to them, but director Andrew Stanton does a perfect job of personifying them as well as making them very likable. The romance between Wall E and EVE is very cheesy, but so well done you can't help but smile. Be aware, this movie is not just for children. Adults will be amazed by the animation as well as the thought-provoking themes brought up about the future and just how much humans should rely on technology. Elements of 2001 and I Am Legend aside, this is one of the top 5 Pixar movies and definitely one of the best movies of 2008.","
            8/10
            "
"antileft","26 October 2009","I have never thought that a cartoon , done in a classic ,e.g.-Disneyan way, by using the armada of talented artists and their drawing ,sketching etc. hand skills ,or , all these on the rows of computers , could be more humanistic that a non-animated product , a feature film , but , what Disney - the Pixar geniuses have achieved with this , is simply, beyond words ,and I have to reiterate here that what stands out is the basic building block of any work of art , that is the need to tell , describe , warn ,where talent simply lashes out ,and as is the case with Wall-E ,where the story carries everything, and the perfect digital animation ,voice characterization ( the main computer's voice is no other than Madame S.Weaver's ,and the same goes for her as for Mr . C.Eastwood , namely , the 'older' she is ,the better she is !), musical scenes are all fused into this cinematic evergreen ! Yes, as an adult and a sort of a movie buff , I simply cannot believe what kind of satisfaction and personal hopes of a better world in the middle of an interpersonal , financial and moral crisis this cartoon has reignited in me , again stressing the most basic cosmic and religious rule that love is possible ,that a better world is possible , that peace is possible ! And , what more can you wish for !","
            7/10
            "
"haydendeepsy","4 June 2021","What can one say about this movie that hasn't already been said? That it's a masterpiece? That, along with any other praise has already been given to Pixar's truly greatest achievement. WALL-E is the only Waste Allocation Load Lifter left on Earth. He, along with many other units where created by the company BnL, in an attempt to clean the mess of trash on Earth, while the humans would take a 5 year cruise on the Axiom spaceship and await the result, without having to face the consequences of their actions on their home Planet. 700 years later, Our WALL-E is the only one still functioning, and is now the only inhabitant of the planet, as there has been no news in regards to the humans. The fact that WALL-E is presented to us with such a human personality, other than building empathy for the character, works in a sense that having lived alone on the planet for so long, he started to understand it and see it with curiosity, a primary human emotion, while still serving his purpose of waste allocator. Onother great personality trait is that of EVE, who before encountering WALL-E, was but one of many Extrterrestrial Vegetation Evaluators, but after receiving a different form of attention, it started to express it's emotions in a different way. For example, when she first arrives and begins her search for biological life, she has a very robotic approach to it, but as she starts to receive a new type of attention, she begins to feel more human like when she can't find what she is looking for, getting frustrated and vocally expressing it. That which happened to EVE, also happened to all other robots on the ship, who altogether where a perfect system, but when an outsider came into the mix, the system didn't work anymore. An example of that are the ""roads"", that the humans aboard and robots use to move. As soon as WALL-E steps into it, he causes the probably first collision to have ever happened. The great developmental trait in regards to the Captain, and the two people WALL-E has an encounter with, is that no matter how much the human body has changed, how ignorant they are about their past, and how much they now rely on technology, all that doesn't extinguish the prime human emotion: Curiosity. It is that which brings the human protagonists to regain themselves as humans. Another non accidental detail, is the resemblance between the Autopilot and HAL-9000 of Stanley Kubrick's 2001: a space odyssey. They are both fundamental pieces of the ships they are built into, and have very similar personality traits: when HAL felt threatened buy the fact that the protagonists where having a conversation of him behind his back, he reacted in a very animalistic way, by trying to eliminate the threat, and when he faced his potential demise, he had a very human like reaction to it, almost as if he was feeling pain. The Autopilot reacted very similarly when he could not close the output where WALL-E would have had to place the plant, in order to put the ship en route towards Earth. He smashed the button in anger, as if it would have helped more than just pushing it. There are really no flaws in WALL-E, it is sufficiently drammatic, comical, intense and is just the right length. The animation is a thing of beauty, as are the characters, the story and the designs of the robots. Even without considering the many other meaningful themes in the story and characters, WALL-E remains to this day, and will for a long time hold it's place as one of the Giants of Cinema.","
            5/10
            "
"filipemanuelneto","1 August 2016","Wall-E is a small robot that was produced in series by the millions to clean up all the dirt that covered the planet, while the human race lived in a gigantic spaceship in orbit, fleeing to a polluted and uninhabitable planet. But now it remains only one, and he got feelings. What will happen when he falls in love? Written and directed by Andrew Stanton, this animated film from Disney / Pixar has a good cast of voice actors, headed by Ben Burtt, Elissa Knight and Jeff Garlin.For me, this is a particularly beautiful film that seeks to prove the power of love and feelings. Feelings can be so strong that even a machine, made for the most impersonal and inhuman tasks, can love. Another topic that this film deftly explores is our current waste crisis. The planet, more polluted than ever, will have a limit? Will we one day (and our planet) will no longer be able to deal with the waste we produce? And if that happens, there will be hope?The script is excellent, the story is very moving and how it develops is very fluid and natural. The quality and realism of the animation is what we expect from Pixar and Disney, two giants of animated world. It's not a movie just for kids, it will easily appeal to audiences of all ages. The voice actors were well chosen and did a good job, even though half of the film does not have any elaborate dialogue. The scenarios are excellent in both the planet and the human ship. The characters were made in interesting ways, but the ones that stand out are the robot Wall-E and Eve, who are more human than most people. The soundtrack is also very good.","
            10/10
            "
"rosco29","5 July 2008","Let's start with this: This movie made me care about a rolling trash compactor. Out of all the Pixar characters over the years, I've never felt a closer connection than I did with Wall-E. Just a simple, loyal, dutiful little 'bot and I was with him every step of the way. The emotional ties were every bit as real and moving as Jessie's ""When she loved me"" song in TS2, or Mr. & Mrs. Incredible fighting to save their family.One of the greatest tributes I have to this movie is that it kept a theater of young children ENTHRALLED. They followed everything, and paid rapt attention. Even thru the credits!This may also be the purest sci-fi film to hit the screen in ages. By all rights, it shouldn't work. Can you imagine the pitch session: ""Yeah, our hero is an electronic garbage man on a desolate, abandoned Earth, and there's almost no dialog."" If it wasn't Pixar, this movie would have never seen the light of day. But it did, and it's magic.And do ignore the clones screaming about ""thinly disguised environmental propaganda."" ""Wall-E"" is like all good fairy tales: a story that teaches us something about the angels (loyalty, sacrifice, love) and devils (gluttony, apathy) of our nature. In some aspects, Wall-E reminded me of Spirited Away. A slow-moving tale at times, but appropriately so. A family film to make you sit back and say, yeah, there's something more important than gag-a-minute writing, and bodily function humor. As others have said, this is the family film as art.Wall-E brought tears to these 44-year-old male eyes. And it made me laugh uproariously. Somewhere, Charlie Chaplin is smiling, because The Little Tramp has been reincarnated, and now he's solar-powered.Pixar has gone nine-for-nine. And just for chuckles, PRESTO, the short that precedes Wall-E, just might be the out-and-out funniest thing Pixar has ever made.Wall-E is brilliant. If you're not moved by it, check your basement. There's probably a large pod there right now.","
            8/10
            "
"Edvis-1997","24 October 2018","This movie is so cute and adorable perfectly fits for children. That's just magical I don't have words to describe how good it is.","
            7/10
            "
"dromasca","14 July 2008","Every summer lately has its big animated hit, and sometimes more than one. 'Wall-E' will certainly be the big one of the summer of 2008 and will make a lot of money in the process. I do not share the enthusiasm of the crowds on this one however.There are a few remarkable things in 'Wall-E'. The principal character is cute and nicely drawn, with an E.T. like silhouette. His romantic interest is however deprived of any charm, exception the way she voices 'Wall-Eeeeeee' and we hardly share his enthusiasm for her. The love dance in the starry night is a beautiful piece of animation. The visions of Earth reduced to a garbage dump and the one of the humanity turned into sacks of junk food are haunting, although a little too ideologically explicit. But then between all these we do expect a movie line and a story, and those are not missing but so simplistic and naive that they lack any interest for the adult viewer, and by this I mean anybody older than nine. Graphics are OK but I have seen better from Pixar.When the first viewers enthusiasm will fade out this film will slowly decrease in rating (it has by now a stellar 8.9 in IMDb, and is a neighbor of Lord of the Rings and Usual Suspects) and will melt out from Top 250. We will be left with an animated movie of a few memorable quotes but no real story to connect between them.","
            9/10
            "
"Top_Dawg_Critic","12 July 2017","First I have to admit that I'm pretty sure I enjoyed this movie more than my kids did! It was that good! Amazing writing for a truly touching next-level animation story. WALL-E was just so enjoyable and touched all of your senses with laughter and tears. Disney just upped the bar in animation with this little gem. This is a must see and one that needs to be in everyone's DVD collection. It's a 9/10 from me and my kids.","
            10/10
            "
"lesleyharris30","8 July 2013","WALL-E is a great movie with another very well-developed and heartwarming storyline from Pixar and a very lovable title character.However,I do find this movie to be very overrated,it largely considered to be one of the greatest Pixar movies,it's probably one of my least favourites,I didn't find the characters as lovable as Toy Story,Monsters Inc,Incredibles,etc.It is a really great family film,but I definitely don't think it's Pixar's best and I feel the story gets a bit too serious for a children's film at times.I also didn't like how they put so much live-action bits in this movie,the musical's WALL-E watches didn't really bother me,but they should have made Fred Willard's character animated,it was just creepy seeing him in an animated movie.WALL-E is a great movie that the whole family will enjoy and it's also educational,but it's not the most entertaining Pixar movie there is.A small robot stuck alone on Earth ends up on a spaceship where the remaining population of the world are and causes a lot of drama when a plant he brings is discovered.","
            10/10
            "
"Bored_Dragon","16 May 2018","One of the cutest things I have ever seen. <39/10","
            10/10
            "
"juliankennedy23","26 October 2009","Wall-E: 8 out of 10: I was never a big fan of the Short Circuit movies. It was not just the thespian outings of Ally Sheedy and Steve Guttenberg I had issues with; I also hated the freakin robot. In addition, while I have admired some Pixar releases in the past (The Incredibles in particular), I am hardly the biggest fan of the studio and often admire some of their competition (such as DreamWorks’ Shrek) more.Therefore, I did not go into Wall-E with very high hopes. Had I known it featured the music of Hello Dolly I may never have seen it at all. After the first twenty minutes, I was blown away.I will let other reviewers explain the Chaplin style magic of the piece. Suffice it to say wow. When the movie settles into somewhat of a plot it does bog down slightly (There are at least one to many scenes of robots we do not care about chasing other robots we do not care about) but in reality it is simply a different magic.Emotionally satisfying and wonderfully subversive Wall-E is necessary viewing for adults. I am not sure if it necessarily a good film for young people with poor attention spans, but thoughtful kids will get much out of it.Moreover, kudos to Pixar for making one of the most individualistic anti-commercial films I have ever seen.","
            10/10
            "
